,fold0,fold0-Y,fold0-Prediction,fold1,fold1-Y,fold1-Prediction,fold2,fold2-Y,fold2-Prediction,fold3,fold3-Y,fold3-Prediction,fold4,fold4-Y,fold4-Prediction,fold5,fold5-Y,fold5-Prediction,fold6,fold6-Y,fold6-Prediction,fold7,fold7-Y,fold7-Prediction,fold8,fold8-Y,fold8-Prediction,fold9,fold9-Y,fold9-Prediction
10,TSP-92-2-1-1853,0,1.0,TSP-183-6-2-3917,1,1.0,TSP-137-9-3-2109,1,1.0,TSP-29-7-2-3141,0,0.0,TSP-44-3-2-5509,1,1.0,TSP-74-3-2-3182,0,1.0,TSP-179-7-3-2380,1,0.0,TSP-72-1-1-2070,0,0.0,TSP-97-6-1-5135,1,1.0,TSP-67-3-2-691,0,1.0
11,TSP-64-1-0-2999,0,0.0,TSP-80-9-1-2405,0,0.0,TSP-34-1-3-1067,0,0.0,TSP-174-6-0-1700,1,1.0,TSP-171-8-3-3723,0,0.0,TSP-157-10-2-380,0,0.0,TSP-172-4-1-2229,1,0.0,TSP-102-10-0-1132,1,1.0,TSP-95-1-0-1329,0,0.0,TSP-157-8-3-5829,1,1.0
12,TSP-176-4-3-730,1,0.0,TSP-118-8-0-4202,1,0.0,TSP-82-7-0-1304,0,0.0,TSP-20-6-1-1543,0,0.0,TSP-122-2-3-3487,0,0.0,TSP-158-3-2-1054,1,0.0,TSP-75-2-0-3250,0,1.0,TSP-145-8-3-1233,0,0.0,TSP-169-9-1-4643,1,1.0,TSP-133-2-2-3312,0,1.0
13,TSP-84-4-0-3967,0,0.0,TSP-23-10-1-3411,0,0.0,TSP-192-9-2-1746,1,1.0,TSP-38-4-1-3977,0,0.0,TSP-104-1-3-847,0,1.0,TSP-58-3-1-2525,0,0.0,TSP-79-7-1-2695,0,1.0,TSP-78-8-1-3548,0,1.0,TSP-159-1-0-5131,1,0.0,TSP-190-5-0-3208,1,1.0
14,TSP-52-2-2-2539,1,0.0,TSP-161-2-0-4625,1,1.0,TSP-72-4-3-3882,0,0.0,TSP-58-2-2-1378,1,0.0,TSP-166-2-1-4772,1,1.0,TSP-22-5-3-1031,0,0.0,TSP-95-2-1-2916,0,0.0,TSP-48-10-0-2030,0,0.0,TSP-81-1-0-4166,0,0.0,TSP-149-7-0-2551,1,1.0
15,TSP-199-1-1-1274,1,1.0,TSP-149-5-2-5099,1,1.0,TSP-101-5-3-2784,0,0.0,TSP-103-7-2-3445,0,0.0,TSP-53-5-1-1262,0,0.0,TSP-99-9-3-2114,0,1.0,TSP-187-3-0-278,1,1.0,TSP-193-8-0-2568,1,1.0,TSP-174-9-0-4757,1,1.0,TSP-140-7-1-1727,1,1.0
16,TSP-156-7-1-1251,1,1.0,TSP-174-10-2-5122,1,0.0,TSP-38-4-3-3177,0,0.0,TSP-58-4-1-2904,0,1.0,TSP-128-8-3-395,0,0.0,TSP-183-1-1-922,1,1.0,TSP-142-3-3-2300,1,1.0,TSP-33-4-2-3142,1,0.0,TSP-169-8-0-2370,1,1.0,TSP-83-4-2-558,0,1.0
17,TSP-177-5-0-4025,1,0.0,TSP-186-4-2-3554,1,0.0,TSP-141-6-1-1847,1,1.0,TSP-24-2-3-5774,1,0.0,TSP-22-5-3-4333,0,1.0,TSP-127-7-3-539,0,0.0,TSP-82-6-2-1600,0,0.0,TSP-56-1-1-3090,0,0.0,TSP-45-3-1-179,0,1.0,TSP-186-10-0-1713,1,1.0
18,TSP-56-10-2-4115,0,0.0,TSP-156-7-1-582,1,1.0,TSP-41-7-0-1047,0,0.0,TSP-99-6-2-2801,1,1.0,TSP-193-9-0-4682,1,1.0,TSP-175-5-1-5128,1,1.0,TSP-106-5-1-5496,1,1.0,TSP-199-7-1-38,1,0.0,TSP-116-3-0-3717,1,1.0,TSP-37-10-1-4349,0,1.0
19,TSP-81-3-2-2822,1,1.0,TSP-192-6-0-1371,1,1.0,TSP-51-6-2-2647,0,0.0,TSP-157-8-0-3001,1,1.0,TSP-37-2-2-619,0,0.0,TSP-121-2-3-3741,0,1.0,TSP-179-10-2-3160,0,0.0,TSP-48-10-1-2288,0,0.0,TSP-68-9-0-172,0,0.0,TSP-76-1-1-3628,0,1.0
20,TSP-184-5-2-3441,1,1.0,TSP-82-8-0-944,0,1.0,TSP-21-3-1-3753,0,0.0,TSP-99-3-3-1382,0,1.0,TSP-79-5-3-4344,0,0.0,TSP-33-10-1-976,0,0.0,TSP-31-9-0-4440,1,0.0,TSP-97-7-1-4383,0,0.0,TSP-189-5-3-5067,1,1.0,TSP-115-8-2-3143,0,0.0
21,TSP-31-9-1-688,0,0.0,TSP-146-1-2-4281,0,1.0,TSP-71-9-0-2453,0,1.0,TSP-131-5-1-1069,1,1.0,TSP-48-10-0-681,0,0.0,TSP-58-1-2-3268,0,0.0,TSP-156-6-2-5806,1,0.0,TSP-121-2-2-3032,0,1.0,TSP-57-9-1-2947,0,0.0,TSP-81-1-0-1530,0,1.0
22,TSP-39-2-1-2472,1,1.0,TSP-40-10-2-767,0,1.0,TSP-128-4-2-888,0,0.0,TSP-174-1-2-4793,1,1.0,TSP-79-2-3-4365,1,0.0,TSP-198-3-2-5317,1,1.0,TSP-77-6-3-4196,0,0.0,TSP-34-4-2-5141,1,0.0,TSP-91-8-3-805,0,1.0,TSP-81-10-0-2802,0,0.0
23,TSP-181-3-1-3738,1,1.0,TSP-100-9-1-708,0,1.0,TSP-162-4-2-2430,1,1.0,TSP-190-5-1-5859,1,0.0,TSP-94-10-3-2167,0,0.0,TSP-97-9-0-1594,0,1.0,TSP-162-7-0-4331,1,1.0,TSP-69-3-3-4214,0,0.0,TSP-159-9-2-1960,1,1.0,TSP-151-8-0-261,1,1.0
24,TSP-143-6-1-2419,1,0.0,TSP-155-6-0-1573,1,1.0,TSP-165-5-0-4316,1,1.0,TSP-200-10-2-899,1,0.0,TSP-114-6-2-694,1,1.0,TSP-36-10-2-2993,1,1.0,TSP-153-7-1-642,1,1.0,TSP-195-2-2-476,0,0.0,TSP-188-8-1-2753,1,1.0,TSP-27-1-0-2771,0,1.0
25,TSP-27-5-0-1123,1,0.0,TSP-183-2-0-1984,1,1.0,TSP-145-8-1-1499,1,1.0,TSP-54-5-2-2882,0,0.0,TSP-151-4-3-3020,0,0.0,TSP-20-9-2-1076,0,0.0,TSP-168-6-2-2122,1,1.0,TSP-163-1-0-3047,1,1.0,TSP-49-10-1-2998,1,0.0,TSP-78-9-2-928,0,0.0
26,TSP-168-8-2-3454,0,1.0,TSP-185-8-1-901,1,1.0,TSP-147-2-0-2117,1,1.0,TSP-189-3-3-1749,1,1.0,TSP-117-3-3-4445,0,0.0,TSP-154-8-1-2072,1,1.0,TSP-22-5-3-3789,0,1.0,TSP-49-6-3-1022,0,1.0,TSP-141-10-0-4377,1,0.0,TSP-126-9-0-2044,1,1.0
27,TSP-146-2-2-1117,0,0.0,TSP-165-7-2-3592,1,0.0,TSP-40-5-2-4801,1,1.0,TSP-89-8-3-3492,0,1.0,TSP-86-1-0-3205,0,0.0,TSP-85-3-2-1569,1,1.0,TSP-124-5-0-4359,0,1.0,TSP-87-4-1-562,0,0.0,TSP-59-7-1-2011,0,1.0,TSP-98-7-1-2961,0,1.0
28,TSP-143-2-1-2503,0,0.0,TSP-197-10-1-1181,1,1.0,TSP-77-5-2-3665,0,0.0,TSP-183-2-2-4559,1,1.0,TSP-58-1-2-5296,1,1.0,TSP-129-9-0-4037,1,1.0,TSP-62-10-3-2574,0,1.0,TSP-53-9-1-186,0,0.0,TSP-85-5-3-764,1,0.0,TSP-99-3-3-1914,0,0.0
29,TSP-146-9-1-3453,1,1.0,TSP-74-7-3-314,0,0.0,TSP-148-5-0-3243,1,1.0,TSP-52-8-0-2051,0,0.0,TSP-87-9-2-2197,0,1.0,TSP-200-1-0-978,1,1.0,TSP-186-6-2-4430,0,0.0,TSP-152-7-2-3163,1,0.0,TSP-146-9-3-797,0,0.0,TSP-56-4-2-2747,0,1.0
30,TSP-51-3-1-2739,0,0.0,TSP-147-1-2-3710,0,1.0,TSP-27-6-1-3749,0,0.0,TSP-46-5-1-4826,1,0.0,TSP-163-10-1-74,1,0.0,TSP-124-6-2-1003,1,0.0,TSP-96-3-2-4064,0,1.0,TSP-109-3-0-5186,1,1.0,TSP-165-8-3-1838,0,1.0,TSP-33-7-0-1927,0,0.0
31,TSP-174-7-2-1197,1,1.0,TSP-103-9-2-3201,0,0.0,TSP-66-2-1-3456,0,1.0,TSP-157-6-0-5396,1,1.0,TSP-171-6-2-864,0,0.0,TSP-84-3-0-3607,0,1.0,TSP-49-7-2-3337,0,1.0,TSP-171-8-1-1623,1,1.0,TSP-53-7-0-1563,0,1.0,TSP-164-7-3-317,0,1.0
32,TSP-32-10-0-678,0,1.0,TSP-35-5-2-467,1,1.0,TSP-89-8-3-3486,1,1.0,TSP-40-1-3-1964,1,0.0,TSP-24-3-3-3884,0,0.0,TSP-40-2-0-306,0,0.0,TSP-23-6-3-651,0,0.0,TSP-137-4-1-5719,1,1.0,TSP-74-1-2-4722,1,0.0,TSP-189-10-0-987,1,1.0
33,TSP-45-10-1-3654,0,0.0,TSP-113-1-3-3782,0,1.0,TSP-100-2-2-4607,1,0.0,TSP-164-7-0-2528,1,1.0,TSP-123-9-0-4000,1,1.0,TSP-199-9-3-78,1,1.0,TSP-176-10-0-1826,1,1.0,TSP-114-6-0-2712,1,1.0,TSP-196-5-0-685,1,1.0,TSP-161-3-3-311,0,0.0
34,TSP-108-10-1-5062,1,0.0,TSP-86-1-0-2805,0,0.0,TSP-107-4-0-2084,1,1.0,TSP-107-3-0-1491,1,0.0,TSP-25-10-3-1063,1,0.0,TSP-197-8-1-4162,1,1.0,TSP-144-4-1-295,0,1.0,TSP-159-1-2-3452,1,0.0,TSP-61-2-3-1683,0,0.0,TSP-124-7-1-615,0,0.0
35,TSP-148-9-0-856,1,1.0,TSP-200-3-2-2541,0,1.0,TSP-56-3-2-768,0,0.0,TSP-62-8-3-213,0,1.0,TSP-71-4-0-2102,0,1.0,TSP-138-2-0-5506,1,1.0,TSP-34-10-3-4895,1,0.0,TSP-24-1-1-1314,0,0.0,TSP-56-4-0-3670,0,0.0,TSP-73-9-2-2519,0,1.0
36,TSP-20-4-3-2660,1,1.0,TSP-138-7-0-2527,1,0.0,TSP-144-5-3-1178,1,1.0,TSP-176-5-3-2547,0,1.0,TSP-130-6-3-4111,0,1.0,TSP-149-6-1-4843,1,0.0,TSP-78-6-1-3787,0,1.0,TSP-122-9-1-1646,0,0.0,TSP-178-2-2-3159,0,1.0,TSP-121-1-1-516,1,1.0
37,TSP-104-9-0-1810,1,1.0,TSP-120-6-0-3122,1,1.0,TSP-86-9-0-1787,0,0.0,TSP-126-3-3-4061,0,0.0,TSP-181-10-1-1469,1,1.0,TSP-66-9-2-1184,0,0.0,TSP-87-8-1-4028,0,1.0,TSP-125-10-2-1248,1,0.0,TSP-62-7-2-3950,0,0.0,TSP-199-4-3-2620,1,0.0
38,TSP-100-7-3-5020,1,0.0,TSP-176-7-1-514,1,1.0,TSP-116-2-0-1607,1,1.0,TSP-107-6-3-2800,0,0.0,TSP-188-10-2-3058,1,1.0,TSP-143-1-0-5151,1,1.0,TSP-169-9-1-3813,1,1.0,TSP-100-2-3-2684,0,1.0,TSP-135-9-3-3941,0,1.0,TSP-57-8-2-4139,1,1.0
39,TSP-47-3-1-2954,0,0.0,TSP-73-6-0-3883,0,0.0,TSP-115-5-1-1449,1,0.0,TSP-164-8-3-2021,0,1.0,TSP-94-10-1-1761,0,1.0,TSP-92-8-1-2545,0,1.0,TSP-58-9-2-4094,0,1.0,TSP-166-3-3-3786,0,0.0,TSP-138-10-3-1647,0,0.0,TSP-128-9-3-320,0,1.0
40,TSP-178-9-0-1347,1,0.0,TSP-145-2-2-3342,0,0.0,TSP-161-10-3-4920,1,1.0,TSP-171-10-3-2754,1,0.0,TSP-143-4-0-4129,1,1.0,TSP-81-8-3-1078,1,0.0,TSP-155-10-2-1175,0,1.0,TSP-140-7-3-2237,0,0.0,TSP-100-2-3-3708,0,0.0,TSP-60-5-0-1989,0,1.0
41,TSP-79-1-2-586,0,0.0,TSP-167-5-1-3113,1,1.0,TSP-100-3-0-5544,1,1.0,TSP-76-9-3-799,0,0.0,TSP-126-3-2-1230,0,0.0,TSP-62-9-0-2609,0,1.0,TSP-81-6-2-2569,1,0.0,TSP-184-3-1-1033,1,0.0,TSP-79-1-3-3140,0,0.0,TSP-156-9-3-2251,0,1.0
42,TSP-59-9-1-3183,0,0.0,TSP-62-8-3-522,1,1.0,TSP-116-4-2-3804,0,0.0,TSP-183-10-1-2964,1,0.0,TSP-25-9-3-5017,1,0.0,TSP-163-10-2-3082,1,1.0,TSP-135-3-3-3178,0,1.0,TSP-186-1-0-2033,1,0.0,TSP-154-6-3-4446,0,1.0,TSP-101-8-2-175,1,0.0
43,TSP-109-7-3-1551,0,1.0,TSP-164-6-0-3744,1,0.0,TSP-68-9-1-4082,0,0.0,TSP-198-7-0-123,1,1.0,TSP-169-8-3-44,0,0.0,TSP-124-3-2-351,0,0.0,TSP-102-1-1-4657,1,1.0,TSP-141-2-0-4174,1,0.0,TSP-156-2-3-4034,0,1.0,TSP-31-6-0-3236,0,1.0
44,TSP-165-4-1-2868,1,0.0,TSP-40-8-2-821,0,0.0,TSP-153-4-0-3690,1,1.0,TSP-168-4-1-740,1,1.0,TSP-167-3-3-4058,0,0.0,TSP-191-3-3-3808,0,1.0,TSP-77-3-3-1567,1,0.0,TSP-58-8-1-1830,0,0.0,TSP-72-8-2-3147,0,0.0,TSP-144-10-1-2002,1,1.0
45,TSP-39-1-1-2536,0,0.0,TSP-27-6-3-5134,1,1.0,TSP-106-5-3-3623,0,0.0,TSP-181-6-2-2316,1,1.0,TSP-198-1-3-1819,1,0.0,TSP-68-1-3-4568,0,0.0,TSP-52-7-0-1628,0,1.0,TSP-140-1-2-4296,1,0.0,TSP-172-2-2-132,0,1.0,TSP-71-5-3-1910,0,1.0
46,TSP-84-4-1-2227,1,1.0,TSP-84-8-2-1759,0,0.0,TSP-179-5-3-1050,0,1.0,TSP-35-6-3-1501,1,0.0,TSP-157-3-0-3011,1,1.0,TSP-109-6-2-1267,0,0.0,TSP-143-5-3-2699,0,0.0,TSP-79-3-2-1339,1,0.0,TSP-68-9-0-507,0,0.0,TSP-128-9-0-57,1,0.0
47,TSP-121-7-2-1985,0,1.0,TSP-47-4-1-4487,0,0.0,TSP-128-7-0-4574,1,1.0,TSP-95-8-2-2284,0,0.0,TSP-135-3-2-3867,0,1.0,TSP-105-10-3-1466,1,1.0,TSP-77-6-3-2173,0,0.0,TSP-112-6-2-3439,0,0.0,TSP-140-3-0-5830,1,1.0,TSP-199-9-2-1869,0,0.0
48,TSP-81-7-1-3755,0,1.0,TSP-70-6-2-3356,0,1.0,TSP-69-7-2-1833,0,0.0,TSP-108-5-0-323,1,1.0,TSP-135-8-0-1229,1,1.0,TSP-160-6-1-5102,1,1.0,TSP-110-10-0-2573,1,0.0,TSP-34-8-2-5807,1,1.0,TSP-178-4-0-4195,1,1.0,TSP-166-9-0-5124,1,1.0
49,TSP-176-6-1-1962,1,0.0,TSP-163-3-3-1399,0,1.0,TSP-92-6-3-3215,0,0.0,TSP-110-10-0-23,1,1.0,TSP-162-1-3-2268,1,1.0,TSP-69-7-0-1219,0,1.0,TSP-179-6-3-1606,1,1.0,TSP-131-8-3-2651,1,0.0,TSP-136-6-0-5271,1,1.0,TSP-197-5-3-3355,1,1.0
50,TSP-85-7-3-3037,0,1.0,TSP-81-7-2-5869,1,1.0,TSP-95-1-3-880,0,1.0,TSP-167-4-2-2645,1,0.0,TSP-152-5-2-3363,1,0.0,TSP-145-3-2-914,1,1.0,TSP-198-9-1-2249,1,1.0,TSP-91-10-2-1980,1,0.0,TSP-106-4-3-2431,0,1.0,TSP-193-8-0-1917,1,1.0
51,TSP-102-10-2-529,0,1.0,TSP-108-1-0-198,1,0.0,TSP-96-6-2-3139,1,0.0,TSP-89-2-3-738,0,1.0,TSP-122-5-0-327,1,0.0,TSP-37-6-3-3891,1,0.0,TSP-127-6-3-3528,1,0.0,TSP-37-2-1-2134,0,0.0,TSP-97-4-0-3373,0,1.0,TSP-91-6-1-4017,0,1.0
52,TSP-152-9-0-1311,1,1.0,TSP-50-10-2-4522,0,1.0,TSP-59-5-2-2709,0,1.0,TSP-73-5-0-921,0,0.0,TSP-177-5-1-5554,1,1.0,TSP-168-2-3-4896,1,1.0,TSP-148-1-3-1040,0,0.0,TSP-30-4-1-18,0,0.0,TSP-116-3-0-3594,1,1.0,TSP-101-7-3-294,0,0.0
53,TSP-106-2-1-488,1,1.0,TSP-36-10-3-3672,0,1.0,TSP-105-7-2-1127,0,1.0,TSP-85-1-3-2447,0,1.0,TSP-65-7-0-3651,0,1.0,TSP-170-6-0-782,1,1.0,TSP-84-7-1-4100,0,1.0,TSP-139-1-3-885,0,0.0,TSP-82-10-1-437,1,0.0,TSP-29-4-3-1901,0,1.0
54,TSP-88-9-1-1121,0,0.0,TSP-120-8-3-1261,0,1.0,TSP-177-6-2-1389,0,0.0,TSP-194-4-0-2585,1,1.0,TSP-25-8-1-401,0,0.0,TSP-91-8-3-3199,1,1.0,TSP-40-5-0-389,0,1.0,TSP-63-8-3-4130,0,0.0,TSP-38-10-3-5111,1,0.0,TSP-42-9-0-1492,0,0.0
55,TSP-151-6-2-992,1,1.0,TSP-99-2-0-5002,1,1.0,TSP-51-1-3-610,0,0.0,TSP-47-5-3-905,1,1.0,TSP-89-6-1-343,0,1.0,TSP-136-5-3-2193,1,0.0,TSP-55-10-2-5075,1,0.0,TSP-46-8-0-2360,0,0.0,TSP-56-5-0-2629,0,0.0,TSP-46-2-1-1191,0,0.0
56,TSP-129-10-3-2683,0,1.0,TSP-162-6-3-3046,0,1.0,TSP-182-10-2-1512,0,0.0,TSP-196-1-0-1756,1,1.0,TSP-90-2-0-3285,1,1.0,TSP-173-3-2-489,0,1.0,TSP-113-6-1-5707,1,1.0,TSP-25-10-2-584,1,1.0,TSP-139-5-2-3418,0,1.0,TSP-49-4-3-1961,0,1.0
57,TSP-171-1-1-5487,1,0.0,TSP-129-2-3-1721,0,0.0,TSP-155-9-2-1840,1,1.0,TSP-118-5-0-1252,1,0.0,TSP-128-10-2-1788,1,0.0,TSP-196-4-1-4435,1,1.0,TSP-193-8-3-1180,0,0.0,TSP-140-8-1-3530,1,0.0,TSP-103-7-0-4931,1,1.0,TSP-165-7-0-1327,1,1.0
58,TSP-86-10-3-5857,1,0.0,TSP-121-1-3-3432,0,0.0,TSP-105-4-2-2584,0,1.0,TSP-30-9-1-4101,0,0.0,TSP-80-8-3-1977,0,0.0,TSP-158-4-3-1322,0,1.0,TSP-57-3-1-3745,0,1.0,TSP-67-1-2-2478,0,0.0,TSP-103-2-3-3488,0,0.0,TSP-151-9-0-1276,1,0.0
59,TSP-119-10-3-168,0,0.0,TSP-37-2-3-5229,1,0.0,TSP-96-6-2-3861,0,1.0,TSP-180-7-3-3493,0,0.0,TSP-193-7-1-2694,1,1.0,TSP-180-10-0-3128,1,1.0,TSP-126-6-0-5671,1,1.0,TSP-27-7-3-5043,1,1.0,TSP-193-4-3-4148,1,0.0,TSP-63-8-1-3740,0,0.0
60,TSP-199-7-3-1187,1,0.0,TSP-111-8-2-2479,0,1.0,TSP-173-2-2-3872,0,1.0,TSP-200-6-0-1340,1,1.0,TSP-139-10-2-3031,1,1.0,TSP-131-8-2-1447,0,1.0,TSP-164-9-2-3742,1,0.0,TSP-91-5-3-5825,1,1.0,TSP-69-5-1-2644,0,1.0,TSP-164-2-3-1878,0,0.0
61,TSP-85-4-1-2215,0,1.0,TSP-30-3-3-4535,0,0.0,TSP-188-7-3-1662,0,0.0,TSP-25-4-2-2601,0,0.0,TSP-195-4-0-2849,1,1.0,TSP-23-6-2-1441,1,0.0,TSP-62-3-0-658,0,1.0,TSP-123-6-0-4523,1,1.0,TSP-193-2-1-4479,1,1.0,TSP-45-2-1-2013,0,1.0
62,TSP-175-8-0-2094,1,1.0,TSP-164-8-1-4022,1,1.0,TSP-170-7-0-4851,1,1.0,TSP-199-10-2-1822,1,0.0,TSP-74-7-1-1409,0,1.0,TSP-166-6-1-4806,1,1.0,TSP-93-6-2-1947,1,1.0,TSP-61-4-2-1816,1,0.0,TSP-56-6-3-4315,0,1.0,TSP-187-7-0-4219,1,1.0
63,TSP-164-1-1-571,1,1.0,TSP-21-6-1-1135,0,0.0,TSP-185-2-1-954,1,1.0,TSP-43-4-1-556,0,0.0,TSP-83-10-1-2438,0,0.0,TSP-79-2-2-4905,1,0.0,TSP-63-5-2-307,1,1.0,TSP-133-2-2-3766,0,0.0,TSP-171-4-0-952,1,0.0,TSP-165-10-2-430,1,0.0
64,TSP-120-7-2-4526,0,1.0,TSP-100-8-3-1493,0,0.0,TSP-144-10-2-4272,0,1.0,TSP-44-6-2-1153,0,0.0,TSP-29-7-0-819,0,0.0,TSP-34-1-0-3688,0,0.0,TSP-175-7-1-3564,1,1.0,TSP-195-6-2-2208,0,1.0,TSP-136-9-1-2741,1,1.0,TSP-113-10-3-3425,1,0.0
65,TSP-75-9-3-4222,1,0.0,TSP-96-4-2-3833,1,1.0,TSP-154-4-3-4068,0,1.0,TSP-192-8-0-4078,1,1.0,TSP-30-3-1-1059,0,0.0,TSP-176-10-2-479,1,1.0,TSP-80-10-0-375,0,0.0,TSP-101-2-1-1038,0,0.0,TSP-48-1-1-1714,0,1.0,TSP-177-6-3-3576,1,0.0
66,TSP-75-7-2-243,0,0.0,TSP-98-4-1-1,0,0.0,TSP-159-7-0-1149,1,0.0,TSP-192-5-3-4370,1,1.0,TSP-46-3-3-859,0,0.0,TSP-102-8-3-1402,0,1.0,TSP-29-7-2-3612,0,0.0,TSP-193-7-3-4536,1,1.0,TSP-145-4-3-790,0,1.0,TSP-161-8-1-5449,1,1.0
67,TSP-171-4-0-2746,1,1.0,TSP-172-1-3-3054,0,0.0,TSP-59-6-3-4087,0,0.0,TSP-184-6-3-5363,1,1.0,TSP-97-5-0-4073,1,1.0,TSP-193-2-0-5050,1,1.0,TSP-114-4-0-1821,1,1.0,TSP-188-5-2-2019,1,0.0,TSP-156-5-1-3976,1,1.0,TSP-199-4-1-1944,1,1.0
68,TSP-143-9-2-1089,1,0.0,TSP-138-8-3-2495,0,0.0,TSP-73-8-1-3993,0,0.0,TSP-76-7-3-3831,0,0.0,TSP-176-9-2-2401,0,0.0,TSP-164-1-2-148,1,0.0,TSP-129-5-3-2785,0,1.0,TSP-196-3-1-2788,1,1.0,TSP-107-8-2-5474,1,1.0,TSP-185-5-0-5625,1,1.0
69,TSP-172-1-3-1775,0,0.0,TSP-76-10-1-1218,0,0.0,TSP-69-10-0-4468,0,0.0,TSP-179-1-2-5523,1,0.0,TSP-182-4-2-4399,0,1.0,TSP-165-9-1-1936,1,0.0,TSP-162-10-1-1561,1,1.0,TSP-56-5-1-4403,0,0.0,TSP-98-8-3-4481,0,0.0,TSP-63-3-3-956,1,1.0
70,TSP-123-4-0-814,1,1.0,TSP-164-4-0-4072,1,1.0,TSP-57-10-2-1058,0,0.0,TSP-132-7-1-2028,1,0.0,TSP-151-6-0-5454,1,1.0,TSP-65-9-0-929,0,0.0,TSP-133-2-0-4658,1,1.0,TSP-188-8-2-5837,1,0.0,TSP-107-1-1-4707,1,1.0,TSP-145-6-0-2733,1,1.0
