,fold0,fold0-Y,fold0-Prediction,fold1,fold1-Y,fold1-Prediction,fold2,fold2-Y,fold2-Prediction,fold3,fold3-Y,fold3-Prediction,fold4,fold4-Y,fold4-Prediction,fold5,fold5-Y,fold5-Prediction,fold6,fold6-Y,fold6-Prediction,fold7,fold7-Y,fold7-Prediction,fold8,fold8-Y,fold8-Prediction,fold9,fold9-Y,fold9-Prediction
26,LF/48-197r295,1,1,LF/184-1173r131,1,0,DSATUR/155-1976r665,0,0,LF/36-623r926,1,1,LF/90-324r859,1,1,LF/41-634r342,1,1,DSATUR/104-937r659,0,0,LF/46-538r961,1,1,DSATUR/46-430r601,0,1,LF/11-50r137,1,1
27,DSATUR/91-3948r847,0,0,LF/79-654r994,1,0,DSATUR/116-3278r841,0,0,DSATUR/70-1135r780,0,0,DSATUR/70-1791r589,0,1,DSATUR/82-467r473,0,0,DSATUR/134-5527r659,0,0,DSATUR/110-4520r273,0,0,LF/47-299r770,1,1,DSATUR/157-8883r377,0,0
28,LF/84-2856r407,1,0,LF/36-560r970,1,1,DSATUR/118-1539r453,0,0,DSATUR/89-1090r373,0,0,LF/27-163r841,1,1,LF/83-1378r961,1,0,LF/27-217r701,1,1,DSATUR/63-1001r190,0,0,DSATUR/106-3748r207,0,0,DSATUR/80-3072r251,0,1
29,DSATUR/52-532r545,0,1,LF/141-9807r266,1,0,LF/57-264r740,1,1,LF/93-306r254,1,1,LF/73-1443r928,1,1,LF/47-862r656,1,0,DSATUR/195-16850r941,0,0,LF/62-1685r182,1,1,LF/172-13915r0,1,0,LF/52-393r210,1,1
30,DSATUR/155-6587r263,0,0,LF/57-1137r260,1,0,DSATUR/67-1892r711,0,0,LF/29-138r879,1,1,LF/12-70r116,1,1,DSATUR/80-2698r397,0,0,LF/49-171r348,1,1,LF/82-654r399,1,0,LF/17-111r44,1,1,LF/21-59r866,1,1
31,LF/18-113r48,1,1,DSATUR/142-1358r751,0,0,DSATUR/65-1045r241,0,0,LF/15-65r122,1,1,LF/34-531r943,1,1,LF/40-90r19,1,1,DSATUR/160-3061r690,0,0,DSATUR/111-3761r100,0,0,DSATUR/99-2034r925,0,0,LF/21-220r75,1,1
32,LF/121-6041r238,1,0,LF/20-58r45,1,1,DSATUR/69-804r645,0,0,LF/68-658r15,1,0,LF/66-1500r822,1,1,DSATUR/185-13203r754,0,0,LF/167-2480r737,1,0,LF/178-14900r249,1,0,DSATUR/98-138r938,0,1,DSATUR/90-3708r289,0,1
33,LF/84-3430r267,1,0,DSATUR/138-7628r372,0,0,DSATUR/70-890r399,0,0,DSATUR/177-4335r366,0,0,DSATUR/115-4490r78,0,0,DSATUR/180-8384r775,0,0,LF/155-1506r625,1,0,DSATUR/187-16292r848,0,0,LF/43-153r358,1,1,LF/15-55r293,1,1
34,LF/108-4036r388,1,0,LF/68-664r503,1,0,LF/52-473r330,1,0,LF/41-197r87,1,1,DSATUR/182-15142r757,0,0,LF/13-45r534,1,1,LF/11-56r884,1,1,LF/22-71r634,1,1,LF/37-137r254,1,1,DSATUR/163-1263r822,0,0
35,DSATUR/128-3552r74,0,0,DSATUR/179-9913r23,0,0,LF/31-477r443,1,1,LF/57-829r733,1,1,DSATUR/31-226r426,0,1,LF/41-281r332,1,1,DSATUR/154-9348r486,0,0,LF/51-220r429,1,1,LF/21-188r561,1,1,DSATUR/160-3028r148,0,0
36,DSATUR/186-12782r378,0,0,DSATUR/74-1496r486,0,0,DSATUR/107-3653r170,0,0,LF/56-107r520,1,1,DSATUR/101-1799r144,0,0,DSATUR/67-1090r790,0,0,DSATUR/165-10024r289,0,0,LF/37-594r28,1,1,DSATUR/36-260r838,0,1,DSATUR/117-3150r436,0,0
37,LF/49-147r642,1,1,LF/24-272r340,1,1,LF/76-2025r508,1,0,LF/135-9076r315,1,1,DSATUR/29-50r632,0,1,LF/61-153r572,1,1,LF/82-1917r377,1,1,LF/74-403r21,1,0,DSATUR/19-58r610,0,1,LF/13-67r202,1,1
38,LF/110-250r961,1,1,LF/83-1287r885,1,0,LF/118-5211r47,1,0,LF/15-20r307,1,1,DSATUR/165-9159r244,0,0,LF/71-801r563,1,0,DSATUR/173-3883r531,0,0,DSATUR/163-8558r73,0,0,DSATUR/151-2055r43,0,0,LF/54-1353r157,1,1
39,DSATUR/114-2394r318,0,0,LF/30-209r551,1,1,DSATUR/162-8783r149,0,0,LF/36-631r627,1,1,LF/62-79r24,1,1,DSATUR/130-5966r618,0,0,DSATUR/58-582r841,0,1,DSATUR/36-493r26,0,1,DSATUR/112-3296r502,0,0,DSATUR/163-3781r757,0,0
40,DSATUR/119-2477r243,0,0,LF/50-238r916,1,1,LF/42-431r702,1,1,LF/164-12608r317,1,0,LF/18-82r580,1,1,LF/46-51r226,1,1,LF/157-4834r793,1,0,LF/26-126r393,1,1,DSATUR/87-338r100,0,1,LF/171-11652r741,1,0
41,LF/33-542r886,1,1,DSATUR/110-5420r172,0,0,LF/158-1738r153,1,0,DSATUR/177-11657r42,0,0,LF/13-75r998,1,1,DSATUR/116-5594r496,0,0,LF/68-2302r515,1,1,DSATUR/155-4032r142,0,0,DSATUR/195-14077r963,0,0,DSATUR/126-7165r933,0,0
42,DSATUR/98-3899r229,0,0,LF/53-59r640,1,1,LF/67-227r559,1,1,DSATUR/130-418r846,0,0,DSATUR/59-736r116,0,1,LF/38-42r784,1,1,LF/11-50r25,1,1,LF/30-283r301,1,1,LF/169-8233r122,1,0,LF/44-426r452,1,1
43,LF/34-81r85,1,1,DSATUR/198-19277r139,0,0,DSATUR/99-4380r223,0,0,DSATUR/86-394r936,0,0,DSATUR/129-5705r635,0,0,LF/12-27r704,1,1,DSATUR/166-9393r514,0,0,DSATUR/133-2150r854,0,0,DSATUR/151-7238r737,0,0,DSATUR/58-1351r460,0,1
44,DSATUR/153-1846r413,0,0,LF/24-172r952,1,1,LF/43-831r160,1,1,LF/15-94r603,1,1,DSATUR/138-2553r552,0,0,LF/37-374r292,1,1,DSATUR/184-4958r489,0,0,DSATUR/97-3226r90,0,0,DSATUR/189-333r636,0,1,LF/22-81r24,1,1
45,DSATUR/136-5080r281,0,0,DSATUR/119-3126r592,0,0,DSATUR/109-4338r259,0,0,DSATUR/28-105r567,0,1,LF/169-391r594,1,1,LF/109-227r763,1,1,DSATUR/68-1979r665,0,1,LF/76-156r377,1,1,LF/173-9949r697,1,0,DSATUR/71-225r692,0,1
46,LF/46-143r132,1,1,LF/43-452r818,1,0,LF/104-2409r48,1,0,LF/97-3024r436,1,0,LF/156-7992r468,1,0,DSATUR/165-6646r198,0,0,DSATUR/142-4611r166,0,0,LF/143-466r502,1,1,LF/81-2053r708,1,0,LF/111-293r320,1,1
47,DSATUR/152-4344r452,0,0,DSATUR/56-406r517,0,0,DSATUR/110-3345r507,0,0,DSATUR/36-291r313,0,1,DSATUR/178-2344r433,0,0,LF/19-48r589,1,1,DSATUR/15-62r419,0,1,DSATUR/127-821r237,0,0,DSATUR/176-1087r273,0,0,DSATUR/12-18r872,0,1
48,DSATUR/198-17985r917,0,0,LF/140-8865r975,1,0,LF/55-1481r0,1,1,LF/29-228r314,1,1,DSATUR/182-15603r396,0,1,LF/114-512r76,1,0,DSATUR/174-4378r964,0,0,DSATUR/141-9130r670,0,0,DSATUR/96-1693r214,0,0,LF/18-160r278,1,1
49,LF/136-4399r132,1,0,LF/18-26r730,1,1,DSATUR/150-10863r212,0,0,LF/22-75r401,1,1,DSATUR/174-8634r261,0,0,LF/36-582r2,1,1,LF/42-774r137,1,1,LF/22-108r718,1,1,LF/62-255r705,1,1,DSATUR/85-511r594,0,0
50,DSATUR/33-469r924,0,1,DSATUR/96-822r310,0,0,DSATUR/134-623r530,0,0,DSATUR/94-3074r574,0,0,DSATUR/42-542r817,0,1,DSATUR/73-2097r516,0,0,LF/87-2404r159,1,0,DSATUR/66-1588r901,0,0,DSATUR/95-2682r397,0,0,LF/127-7963r350,1,1
51,DSATUR/139-5363r603,0,0,DSATUR/149-6175r945,0,0,DSATUR/114-2491r820,0,0,DSATUR/78-899r79,0,0,DSATUR/166-2826r274,0,0,LF/23-175r173,1,1,LF/152-9896r553,1,0,DSATUR/81-721r851,0,0,DSATUR/133-5845r450,0,0,DSATUR/24-91r348,0,1
52,DSATUR/23-115r110,0,1,DSATUR/96-1455r933,0,0,DSATUR/160-10511r239,0,0,DSATUR/177-11091r533,0,0,LF/25-144r907,1,1,LF/123-7097r44,1,0,LF/75-971r84,1,0,LF/57-450r761,1,1,LF/10-12r960,1,1,LF/57-920r328,1,1
53,LF/100-1739r547,1,0,DSATUR/66-1436r165,0,0,LF/18-45r556,1,1,DSATUR/15-47r485,0,1,LF/28-263r289,1,1,DSATUR/99-631r512,0,0,LF/43-163r579,1,1,LF/107-5606r614,1,1,DSATUR/143-2552r748,0,0,LF/52-1350r82,1,1
54,LF/18-22r599,1,1,DSATUR/101-455r584,0,0,DSATUR/184-13118r961,0,0,DSATUR/128-7486r661,0,0,DSATUR/58-1449r626,0,1,LF/20-107r703,1,1,DSATUR/180-8980r573,0,0,LF/36-532r796,1,1,LF/155-3304r114,1,0,LF/26-94r696,1,1
55,DSATUR/176-6220r181,0,0,DSATUR/119-1966r765,0,0,LF/15-58r338,1,1,LF/134-5425r445,1,0,LF/56-838r395,1,1,LF/84-1792r422,1,0,LF/193-15643r40,1,0,DSATUR/27-183r962,0,1,LF/129-2460r672,1,0,DSATUR/21-89r145,0,1
56,DSATUR/133-6325r408,0,0,LF/76-170r475,1,1,LF/184-12792r724,1,0,LF/62-743r942,1,0,DSATUR/59-1625r890,0,1,DSATUR/130-6202r604,0,0,LF/86-351r494,1,1,DSATUR/137-624r256,0,0,DSATUR/133-3940r376,0,0,DSATUR/61-686r511,0,0
57,LF/77-2753r486,1,0,LF/37-95r407,1,1,LF/65-1265r18,1,0,LF/102-213r773,1,1,DSATUR/116-1629r176,0,0,DSATUR/91-2160r246,0,0,DSATUR/47-818r984,0,1,DSATUR/112-2352r228,0,0,LF/10-20r592,1,1,LF/26-84r347,1,1
58,LF/170-364r168,1,1,LF/43-622r652,1,0,LF/13-84r608,1,1,LF/16-58r394,1,1,DSATUR/100-1931r380,0,0,DSATUR/67-1046r465,0,0,LF/15-98r606,1,1,LF/164-13332r604,1,1,LF/16-33r447,1,1,DSATUR/131-4739r221,0,0
59,DSATUR/148-9249r831,0,0,LF/53-1355r284,1,0,LF/64-1996r345,1,1,DSATUR/122-7207r840,0,0,LF/19-93r192,1,1,LF/124-6176r929,1,0,LF/30-417r928,1,1,LF/18-112r172,1,1,LF/32-71r405,1,1,DSATUR/145-2949r680,0,0
60,LF/157-5313r559,1,0,LF/21-99r217,1,1,LF/66-2107r178,1,1,LF/35-471r335,1,1,DSATUR/117-3621r311,0,0,LF/24-102r878,1,1,DSATUR/86-1155r450,0,0,LF/33-527r785,1,1,LF/36-489r370,1,1,LF/116-3258r677,1,0
61,LF/16-92r968,1,1,DSATUR/114-1657r988,0,0,LF/109-2089r556,1,0,DSATUR/119-6874r145,0,1,DSATUR/165-12384r552,0,0,LF/54-1356r6,1,0,DSATUR/168-225r374,0,1,DSATUR/138-8652r100,0,0,LF/21-94r651,1,1,LF/170-360r957,1,1
62,DSATUR/81-1428r0,0,0,LF/38-693r138,1,1,LF/58-1413r22,1,0,DSATUR/44-177r647,0,1,LF/45-894r889,1,1,LF/17-23r16,1,1,LF/19-161r724,1,1,DSATUR/119-3749r937,0,0,LF/40-137r907,1,1,LF/36-591r93,1,1
63,DSATUR/104-1071r320,0,0,DSATUR/190-17585r663,0,0,DSATUR/70-632r457,0,0,LF/38-92r986,1,1,LF/179-4698r737,1,0,DSATUR/150-4755r602,0,0,DSATUR/95-1287r46,0,0,LF/84-3508r387,1,1,DSATUR/69-2226r1,0,1,LF/18-137r32,1,1
64,LF/15-18r783,1,1,DSATUR/84-2742r683,0,0,DSATUR/128-5923r85,0,0,LF/197-219r726,1,1,DSATUR/74-1914r809,0,1,LF/10-45r510,1,1,DSATUR/60-335r564,0,1,DSATUR/122-3519r231,0,0,LF/85-3429r267,1,0,LF/20-119r980,1,1
65,DSATUR/24-67r156,0,1,DSATUR/170-11218r331,0,0,DSATUR/132-973r363,0,0,LF/57-1218r554,1,1,LF/22-77r230,1,1,DSATUR/77-1319r23,0,0,LF/98-2545r503,1,0,LF/25-45r554,1,1,LF/22-35r754,1,1,LF/37-417r9,1,1
66,LF/88-883r523,1,0,LF/79-2058r748,1,0,DSATUR/45-376r204,0,1,LF/91-2077r387,1,0,DSATUR/154-11719r111,0,1,LF/84-409r528,1,0,DSATUR/147-6846r188,0,0,LF/113-3012r969,1,0,LF/31-120r557,1,1,LF/20-199r496,1,1
67,DSATUR/119-672r480,0,0,DSATUR/196-9749r943,0,0,LF/27-274r620,1,1,LF/62-136r33,1,1,DSATUR/169-4550r843,0,0,LF/195-8521r805,1,0,LF/197-2158r476,1,0,LF/77-1942r362,1,0,LF/39-551r0,1,1,LF/171-4468r528,1,0
68,DSATUR/188-7788r614,0,0,LF/183-673r537,1,1,LF/12-15r554,1,1,DSATUR/172-11731r686,0,0,DSATUR/50-806r823,0,1,LF/58-1439r56,1,0,LF/37-543r970,1,1,LF/46-65r479,1,1,LF/199-8312r857,1,0,DSATUR/183-6166r286,0,0
69,DSATUR/101-2443r812,0,0,LF/59-1723r479,1,0,DSATUR/110-1250r980,0,0,LF/18-79r236,1,1,DSATUR/77-1179r587,0,0,DSATUR/183-15613r219,0,0,LF/54-1377r912,1,1,LF/113-6167r384,1,1,DSATUR/187-13481r804,0,0,DSATUR/151-6646r568,0,0
70,DSATUR/169-12572r18,0,0,LF/33-528r126,1,1,LF/101-500r471,1,1,LF/34-269r819,1,1,DSATUR/187-3126r0,0,0,LF/180-15989r603,1,0,DSATUR/150-9470r920,0,0,DSATUR/124-4860r186,0,0,DSATUR/48-902r690,0,1,DSATUR/153-4047r432,0,0
71,LF/98-4741r169,1,0,LF/102-4925r266,1,0,DSATUR/146-1453r753,0,0,LF/36-75r288,1,1,LF/62-496r348,1,0,LF/48-99r253,1,1,DSATUR/145-1842r818,0,0,DSATUR/72-888r278,0,0,LF/19-123r217,1,1,LF/23-117r636,1,1
72,LF/199-16035r991,1,0,LF/89-3309r162,1,0,LF/23-175r376,1,1,DSATUR/120-897r519,0,0,LF/35-45r207,1,1,LF/29-61r679,1,1,DSATUR/179-9170r374,0,0,LF/131-8535r678,1,1,LF/82-345r93,1,1,DSATUR/191-15074r694,0,0
73,DSATUR/28-110r541,0,1,DSATUR/142-9111r953,0,0,DSATUR/57-1199r864,0,0,LF/86-2292r714,1,0,LF/122-996r199,1,0,LF/20-150r975,1,1,LF/15-24r651,1,1,DSATUR/157-5998r128,0,0,LF/21-203r393,1,1,LF/12-20r314,1,1
74,DSATUR/128-3846r92,0,0,LF/130-1620r883,1,0,DSATUR/56-679r470,0,0,LF/100-3456r464,1,0,LF/12-18r109,1,1,DSATUR/81-2110r957,0,0,DSATUR/122-4136r11,0,0,LF/25-266r649,1,1,DSATUR/92-2613r752,0,0,DSATUR/177-2710r444,0,0
75,LF/19-155r695,1,1,DSATUR/112-1981r71,0,0,LF/177-15661r463,1,1,LF/18-38r277,1,1,LF/47-1005r752,1,1,DSATUR/64-662r327,0,0,DSATUR/176-10802r243,0,0,DSATUR/86-3563r235,0,1,LF/13-77r952,1,1,DSATUR/132-2079r886,0,0
76,LF/65-389r133,1,0,LF/24-245r623,1,1,LF/151-11259r975,1,0,LF/39-325r806,1,1,LF/29-413r867,1,1,DSATUR/37-157r706,0,1,LF/11-38r688,1,1,LF/37-121r270,1,1,DSATUR/136-5253r89,0,0,LF/45-175r340,1,1
77,DSATUR/192-17657r688,0,0,DSATUR/174-2310r53,0,0,LF/45-970r669,1,1,LF/78-183r941,1,1,DSATUR/114-2883r479,0,0,LF/85-2746r473,1,0,LF/14-97r496,1,1,DSATUR/186-13874r942,0,0,LF/111-5685r237,1,0,DSATUR/102-3591r808,0,0
78,LF/25-276r28,1,1,LF/22-224r668,1,1,DSATUR/121-2341r155,0,0,DSATUR/128-1028r478,0,0,LF/89-2481r355,1,0,LF/20-24r897,1,1,DSATUR/177-2655r622,0,0,LF/22-225r647,1,1,DSATUR/101-1926r530,0,0,LF/36-160r833,1,1
79,LF/142-902r725,1,0,DSATUR/68-1182r916,0,0,LF/48-1143r58,1,1,LF/71-2019r267,1,0,DSATUR/93-311r887,0,1,DSATUR/52-372r509,0,0,LF/15-111r794,1,1,DSATUR/107-2453r242,0,0,DSATUR/139-1103r80,0,0,LF/21-103r565,1,1
80,DSATUR/94-2661r990,0,0,LF/14-74r34,1,1,LF/53-209r88,1,1,DSATUR/161-6504r417,0,0,DSATUR/150-7255r470,0,0,LF/12-38r968,1,1,DSATUR/111-5626r576,0,1,LF/36-130r993,1,1,LF/24-251r554,1,1,LF/74-2228r364,1,0
81,LF/12-32r896,1,1,LF/60-1294r969,1,0,LF/27-314r371,1,1,DSATUR/197-6288r893,0,0,LF/47-188r584,1,1,DSATUR/41-115r4,0,1,DSATUR/120-899r40,0,0,DSATUR/74-181r832,0,1,LF/180-4369r619,1,0,DSATUR/111-2958r304,0,0
82,LF/52-1091r734,1,1,DSATUR/167-4710r589,0,0,LF/52-72r983,1,1,LF/16-116r662,1,1,LF/41-155r0,1,1,DSATUR/102-4577r287,0,0,DSATUR/135-6644r868,0,0,LF/49-1153r717,1,1,DSATUR/199-5324r877,0,0,LF/31-40r881,1,1
83,DSATUR/155-6344r659,0,0,LF/50-102r593,1,1,LF/62-691r892,1,0,LF/164-10668r129,1,0,LF/59-205r573,1,1,DSATUR/131-3139r987,0,0,DSATUR/82-652r514,0,0,LF/33-356r996,1,1,DSATUR/195-10363r313,0,0,DSATUR/196-10629r463,0,0
84,LF/118-2520r920,1,0,LF/16-106r437,1,1,LF/128-8189r842,1,1,LF/17-18r952,1,1,LF/168-514r548,1,0,LF/40-550r671,1,1,DSATUR/181-5697r611,0,0,DSATUR/173-7343r125,0,0,DSATUR/149-5875r857,0,0,DSATUR/122-6163r855,0,0
85,LF/74-364r642,1,1,DSATUR/147-5373r847,0,0,DSATUR/141-8030r508,0,0,LF/56-1529r716,1,1,LF/74-2726r971,1,1,DSATUR/36-462r354,0,1,LF/27-364r429,1,1,DSATUR/148-1449r167,0,0,DSATUR/198-17782r592,0,0,DSATUR/103-3454r318,0,0
86,DSATUR/176-11955r483,0,0,LF/36-141r383,1,1,LF/32-263r26,1,1,DSATUR/153-8515r990,0,0,DSATUR/182-958r826,0,0,DSATUR/52-311r782,0,1,DSATUR/174-13987r331,0,1,DSATUR/179-3237r716,0,0,LF/10-17r131,1,1,DSATUR/177-15408r943,0,1
87,LF/24-280r153,1,1,LF/15-63r135,1,1,DSATUR/107-895r62,0,0,LF/52-95r463,1,1,LF/21-126r547,1,1,LF/10-46r932,1,1,DSATUR/101-1208r38,0,0,LF/38-117r429,1,1,LF/23-208r484,1,1,LF/23-38r995,1,1
88,DSATUR/131-3517r714,0,0,DSATUR/153-8465r57,0,0,DSATUR/121-1360r557,0,0,DSATUR/21-114r74,0,1,LF/40-40r326,1,1,DSATUR/61-888r933,0,0,DSATUR/105-2827r119,0,0,LF/27-312r408,1,1,DSATUR/101-1020r204,0,0,DSATUR/86-2147r465,0,0
89,LF/113-3700r291,1,0,DSATUR/54-111r258,0,1,DSATUR/96-2948r504,0,0,DSATUR/104-2048r139,0,0,LF/82-1815r935,1,0,DSATUR/77-2723r259,0,0,LF/23-202r27,1,1,LF/101-1803r803,1,0,LF/22-112r500,1,1,DSATUR/80-2575r570,0,0
