,fold0,fold0-Y,fold0-Prediction,fold1,fold1-Y,fold1-Prediction,fold2,fold2-Y,fold2-Prediction,fold3,fold3-Y,fold3-Prediction,fold4,fold4-Y,fold4-Prediction,fold5,fold5-Y,fold5-Prediction,fold6,fold6-Y,fold6-Prediction,fold7,fold7-Y,fold7-Prediction,fold8,fold8-Y,fold8-Prediction,fold9,fold9-Y,fold9-Prediction
10,CHRimages/TSP-179-4-3-2932,0,4,ComboImgs/SimilarWeightsUncorrelated155,1,1,ExpImgs/11_knapPI_9_200_100000_1_new,3,3,ComboImgs/QuadFit046,1,1,CHRimages/TSP-90-4-0-2847,0,4,DSATURimgs/33-349r173,2,2,LFimgs/44-907r153,5,5,GRDimages/TSP-129-7-0-449,4,4,LFimgs/58-288r674,5,5,ComboImgs/CubeFit014,1,1
11,GRDimages/TSP-132-3-1-5804,4,4,DSATURimgs/32-376r784,2,5,GRDimages/TSP-100-4-0-3220,4,4,CHRimages/TSP-49-4-1-1823,0,0,GRDimages/TSP-163-2-0-1747,4,4,DSATURimgs/97-4360r760,2,2,CHRimages/TSP-163-8-2-2304,0,0,LFimgs/90-202r292,5,5,DSATURimgs/106-2112r284,2,2,ExpImgs/26_knapPI_1_500_10000000_1_new,3,3
12,ExpImgs/13_knapPI_2_1000_1000_1_new,3,3,LFimgs/28-67r504,5,5,DSATURimgs/198-12262r613,2,2,ExpImgs/32_knapPI_16_100_1000_1_new,3,3,ComboImgs/EvenOddStrong029,1,1,ComboImgs/InverseStrong119,1,1,ComboImgs/Circle019,1,1,LFimgs/108-5800r906,5,5,GRDimages/TSP-152-4-0-1046,4,4,DSATURimgs/67-2106r1,2,2
13,ComboImgs/EvenOddSubsetSum064,1,1,ExpImgs/32_knapPI_9_50_1000000_1_new,3,3,CHRimages/TSP-62-5-1-887,0,0,ExpImgs/34_knapPI_3_1000_100000_1_new,3,3,LFimgs/34-95r272,5,5,ExpImgs/16_knapPI_2_1000_1000_1_new,3,3,GRDimages/TSP-185-5-0-5625,4,4,CHRimages/TSP-175-3-2-3014,0,4,CHRimages/TSP-84-2-3-1900,0,4,DSATURimgs/84-1619r408,2,2
14,ComboImgs/EvenOddSubsetSum035,1,1,CHRimages/TSP-21-10-0-3726,0,0,GRDimages/TSP-161-10-1-2867,4,4,ExpImgs/39_knapPI_9_2000_1000_1_new,3,1,ExpImgs/30_knapPI_16_20_1000_1_new,3,3,CHRimages/TSP-99-8-0-4249,0,0,GRDimages/TSP-157-2-0-3103,4,4,CHRimages/TSP-85-10-3-3966,0,0,GRDimages/TSP-200-6-3-1890,4,4,ComboImgs/InverseStrong009,1,1
15,CHRimages/TSP-49-2-0-593,0,0,ExpImgs/43_knapPI_4_50_10000_1_new,3,3,DSATURimgs/59-648r421,2,5,CHRimages/TSP-48-6-1-2115,0,0,LFimgs/98-1984r434,5,2,CHRimages/TSP-117-3-2-4336,0,4,CHRimages/TSP-28-8-0-3193,0,0,DSATURimgs/44-454r522,2,2,ComboImgs/SimilarWeightsUncorrelated108,1,1,DSATURimgs/99-1559r976,2,2
16,LFimgs/17-59r972,5,5,CHRimages/TSP-44-9-1-1317,0,0,DSATURimgs/85-3231r327,2,2,CHRimages/TSP-63-6-0-2277,0,4,ComboImgs/InverseStrong060,1,1,CHRimages/TSP-127-5-1-4480,0,0,ExpImgs/42_knapPI_3_50_1000000_1_new,3,3,GRDimages/TSP-133-1-3-1390,4,4,ComboImgs/EvenOddSubsetSum100,1,1,CHRimages/TSP-142-9-2-2358,0,0
17,ExpImgs/30_knapPI_9_500_1000_1_new,3,3,CHRimages/TSP-151-7-2-3885,0,4,ExpImgs/21_knapPI_2_100_1000000_1_new,3,3,CHRimages/TSP-100-1-0-3811,0,0,DSATURimgs/67-1190r940,2,5,CHRimages/TSP-24-9-1-3980,0,0,LFimgs/12-42r739,5,5,CHRimages/TSP-101-2-3-3383,0,0,GRDimages/TSP-172-4-3-4553,4,0,GRDimages/TSP-35-1-0-2305,4,4
18,GRDimages/TSP-178-6-1-5674,4,4,ComboImgs/QuadFit192,1,1,DSATURimgs/100-251r519,2,5,ComboImgs/ProfitLargeOnly100,1,1,LFimgs/138-8824r71,5,2,LFimgs/15-42r389,5,5,GRDimages/TSP-184-6-1-45,4,4,ComboImgs/Circle062,1,1,LFimgs/18-134r861,5,5,CHRimages/TSP-64-9-0-2003,0,4
19,ExpImgs/42_knapPI_15_100_1000_1_new,3,3,ExpImgs/11_knapPI_4_50_10000_1_new,3,3,CHRimages/TSP-123-10-3-3854,0,4,LFimgs/43-207r799,5,5,ComboImgs/Circle172,1,1,LFimgs/72-2370r625,5,2,LFimgs/172-13915r0,5,2,CHRimages/TSP-51-2-1-2828,0,0,ExpImgs/16_knapPI_5_50_100000_1_new,3,3,CHRimages/TSP-90-2-1-237,0,0
20,GRDimages/TSP-56-9-2-4967,4,4,ExpImgs/15_knapPI_3_2000_10000_1_new,3,3,ExpImgs/20_knapPI_3_50_1000000_1_new,3,3,ExpImgs/3_knapPI_15_1000_1000_1_new,3,1,ExpImgs/1_knapPI_1_500_10000000_1_new,3,3,DSATURimgs/86-695r159,2,2,ComboImgs/2_knapPI_9_2000_1000_1_new,1,1,ExpImgs/45_knapPI_12_1000_1000_1_new,3,3,ExpImgs/13_knapPI_3_200_10000000_1_new,3,3,GRDimages/TSP-153-8-0-3842,4,4
21,CHRimages/TSP-55-9-2-1426,0,0,ComboImgs/QuadFit099,1,1,GRDimages/TSP-74-5-2-5875,4,4,LFimgs/10-35r273,5,5,CHRimages/TSP-23-1-1-1296,0,0,CHRimages/TSP-100-2-0-648,0,4,CHRimages/TSP-58-8-1-1830,0,0,CHRimages/TSP-42-6-2-3072,0,0,ExpImgs/4_knapPI_5_50_100000_1_new,3,3,CHRimages/TSP-82-7-0-1304,0,4
22,CHRimages/TSP-87-2-0-614,0,4,ComboImgs/Multiple189,1,1,DSATURimgs/178-4849r180,2,2,ExpImgs/17_knapPI_2_50_1000_1_new,3,3,LFimgs/88-3490r62,5,5,GRDimages/TSP-185-4-1-1264,4,4,ExpImgs/20_knapPI_15_100_1000_1_new,3,3,ExpImgs/10_knapPI_13_20_1000_1_new,3,3,CHRimages/TSP-120-9-2-1733,0,0,CHRimages/TSP-69-5-1-2644,0,4
23,ExpImgs/20_knapPI_12_20_1000_1_new,3,3,CHRimages/TSP-38-6-1-919,0,0,LFimgs/139-9566r849,5,5,ComboImgs/15_knapPI_12_200_1000_1_new,1,1,GRDimages/TSP-157-8-0-4006,4,4,ComboImgs/NoSmallWeights009,1,1,ExpImgs/40_knapPI_13_200_1000_1_new,3,3,CHRimages/TSP-84-3-2-90,0,0,DSATURimgs/98-1334r532,2,2,ExpImgs/4_knapPI_5_200_1000000_1_new,3,3
24,DSATURimgs/184-14231r924,2,2,DSATURimgs/81-854r170,2,2,GRDimages/TSP-171-8-1-1623,4,4,ExpImgs/32_knapPI_16_20_1000_1_new,3,3,GRDimages/TSP-163-2-2-5073,4,0,DSATURimgs/59-1006r932,2,2,DSATURimgs/106-4626r230,2,2,ComboImgs/RandomCeiling045,1,1,DSATURimgs/17-70r784,2,5,ComboImgs/InverseStrong162,1,1
25,GRDimages/TSP-91-4-3-751,4,0,ExpImgs/17_knapPI_3_500_1000_1_new,3,3,ExpImgs/23_knapPI_12_1000_1000_1_new,3,3,ExpImgs/11_knapPI_4_500_1000000_1_new,3,1,ExpImgs/41_knapPI_4_100_10000000_1_new,3,3,ComboImgs/Profit078,1,1,DSATURimgs/92-949r865,2,2,CHRimages/TSP-200-3-2-2541,0,4,DSATURimgs/190-5807r544,2,2,DSATURimgs/142-1413r846,2,2
26,LFimgs/33-195r435,5,5,ComboImgs/SimilarWeightsUncorrelated029,1,1,ComboImgs/Circle165,1,1,CHRimages/TSP-147-5-1-3429,0,4,LFimgs/105-5487r884,5,5,ExpImgs/35_knapPI_2_1000_1000_1_new,3,3,LFimgs/112-6080r561,5,5,LFimgs/65-167r698,5,5,CHRimages/TSP-65-2-2-1602,0,0,ComboImgs/80_knapPI_11_100_1000_1_new,1,1
27,GRDimages/TSP-170-8-1-5461,4,4,GRDimages/TSP-127-8-0-1195,4,4,DSATURimgs/91-3514r377,2,2,ExpImgs/11_knapPI_5_2000_1000_1_new,3,3,GRDimages/TSP-175-3-1-97,4,4,ExpImgs/34_knapPI_1_2000_100000_1_new,3,3,ComboImgs/ProfitLargeOnly113,1,1,GRDimages/TSP-138-4-0-5383,4,4,ComboImgs/Circle075,1,1,ExpImgs/48_knapPI_14_100_1000_1_new,3,3
28,CHRimages/TSP-141-2-3-3899,0,4,DSATURimgs/114-1010r939,2,2,DSATURimgs/193-14206r573,2,2,GRDimages/TSP-20-6-2-4783,4,4,DSATURimgs/36-530r255,2,5,CHRimages/TSP-89-10-3-1597,0,0,DSATURimgs/82-577r368,2,2,ExpImgs/24_knapPI_11_500_1000_1_new,3,3,ComboImgs/CubeFit102,1,1,LFimgs/91-2003r889,5,5
29,LFimgs/19-104r84,5,5,GRDimages/TSP-167-2-1-3571,4,4,GRDimages/TSP-160-8-2-1643,4,0,ExpImgs/26_knapPI_9_100_1000_1_new,3,3,ComboImgs/50_knapPI_6_100_100000_1_new,1,3,CHRimages/TSP-66-5-1-3358,0,0,GRDimages/TSP-171-3-0-5427,4,4,ExpImgs/26_knapPI_12_200_1000_1_new,3,3,ExpImgs/30_knapPI_5_200_1000000_1_new,3,3,ComboImgs/AlmostStrong131,1,1
30,LFimgs/165-1314r528,5,2,ExpImgs/41_knapPI_9_100_1000_1_new,3,3,CHRimages/TSP-47-7-3-3398,0,0,ComboImgs/SimilarWeightsUncorrelated017,1,1,CHRimages/TSP-179-4-3-2761,0,0,LFimgs/116-5048r590,5,2,ComboImgs/57_knapPI_9_1000_1000000_1_new,1,3,DSATURimgs/189-8887r648,2,2,ComboImgs/ProfitLargeOnly007,1,1,CHRimages/TSP-51-10-3-454,0,0
31,ExpImgs/4_knapPI_9_50_1000000_1_new,3,3,ExpImgs/32_knapPI_5_2000_1000_1_new,3,3,CHRimages/TSP-155-5-2-1295,0,0,CHRimages/TSP-121-3-1-408,0,0,GRDimages/TSP-177-4-3-5278,4,0,CHRimages/TSP-178-8-3-25,0,0,LFimgs/47-1041r891,5,5,DSATURimgs/198-10665r398,2,2,CHRimages/TSP-42-5-1-2535,0,4,CHRimages/TSP-105-10-3-2767,0,0
32,ExpImgs/28_knapPI_13_20_1000_1_new,3,3,ExpImgs/27_knapPI_1_100_1000000_1_new,3,3,ComboImgs/QuadFit184,1,1,DSATURimgs/194-1396r582,2,2,LFimgs/116-4274r0,5,2,DSATURimgs/189-4143r324,2,2,LFimgs/21-108r808,5,5,GRDimages/TSP-163-10-2-3082,4,0,ComboImgs/ProfitLargeOnly197,1,1,ComboImgs/AlmostStrong196,1,1
33,GRDimages/TSP-171-7-0-523,4,4,ExpImgs/34_knapPI_4_50_10000_1_new,3,3,ExpImgs/42_knapPI_13_20_1000_1_new,3,3,DSATURimgs/52-311r782,2,2,ExpImgs/29_knapPI_9_100_1000_1_new,3,3,ExpImgs/40_knapPI_13_20_1000_1_new,3,3,GRDimages/TSP-159-1-0-5131,4,4,CHRimages/TSP-111-9-3-3546,0,0,CHRimages/TSP-176-8-2-3810,0,0,DSATURimgs/44-538r935,2,5
34,DSATURimgs/133-2150r854,2,2,GRDimages/TSP-148-9-0-856,4,4,ComboImgs/70_knapPI_6_500_1000000_1_new,1,1,DSATURimgs/118-2826r856,2,2,ExpImgs/0_knapPI_12_20_1000_1_new,3,3,ComboImgs/EvenOddStrong087,1,1,ExpImgs/26_knapPI_5_200_1000000_1_new,3,3,ComboImgs/EvenOddSubsetSum141,1,1,LFimgs/128-1287r286,5,2,CHRimages/TSP-161-3-3-19,0,4
35,DSATURimgs/137-3387r484,2,2,GRDimages/TSP-63-6-2-4642,4,4,ComboImgs/EvenOddStrong115,1,1,LFimgs/46-1029r919,5,5,DSATURimgs/184-2166r517,2,2,DSATURimgs/130-5191r414,2,2,GRDimages/TSP-22-3-2-3472,4,4,ExpImgs/4_knapPI_16_200_1000_1_new,3,3,CHRimages/TSP-99-1-1-3747,0,0,ComboImgs/EvenOddSubsetSum171,1,1
36,ComboImgs/Circle086,1,1,CHRimages/TSP-147-2-3-3158,0,4,DSATURimgs/60-960r586,2,5,DSATURimgs/153-5989r749,2,2,LFimgs/92-3654r290,5,2,DSATURimgs/132-2043r576,2,2,GRDimages/TSP-78-6-3-3817,4,0,CHRimages/TSP-136-2-2-3135,0,0,ComboImgs/QuadFit096,1,1,ComboImgs/Circle163,1,1
37,CHRimages/TSP-65-3-0-474,0,4,ExpImgs/31_knapPI_12_1000_1000_1_new,3,3,LFimgs/39-582r698,5,5,CHRimages/TSP-24-2-0-3992,0,0,ComboImgs/NoSmallWeights141,1,1,DSATURimgs/89-1090r373,2,2,DSATURimgs/59-1548r509,2,2,GRDimages/TSP-162-10-2-5601,4,4,DSATURimgs/107-828r374,2,2,LFimgs/16-128r564,5,5
38,ComboImgs/CubeFit085,1,1,ExpImgs/1_knapPI_15_100_1000_1_new,3,3,LFimgs/29-101r173,5,5,ComboImgs/NoSmallWeights020,1,1,ExpImgs/37_knapPI_15_1000_1000_1_new,3,1,DSATURimgs/37-274r356,2,2,ComboImgs/EvenOddStrong192,1,1,LFimgs/50-247r919,5,5,CHRimages/TSP-47-8-1-1421,0,0,CHRimages/TSP-98-4-1-1,0,0
39,DSATURimgs/67-1892r711,2,5,DSATURimgs/113-5818r482,2,2,GRDimages/TSP-121-9-0-4215,4,4,ExpImgs/11_knapPI_15_100_1000_1_new,3,3,DSATURimgs/174-4378r964,2,2,LFimgs/98-4741r169,5,5,CHRimages/TSP-27-6-0-68,0,0,DSATURimgs/77-1179r587,2,2,CHRimages/TSP-105-1-2-2619,0,0,LFimgs/66-1858r239,5,2
40,GRDimages/TSP-116-5-1-5095,4,4,ComboImgs/QuadFit030,1,1,GRDimages/TSP-151-6-2-992,4,4,DSATURimgs/130-2558r343,2,2,LFimgs/156-7992r468,5,2,ExpImgs/48_knapPI_16_1000_1000_1_new,3,3,ExpImgs/12_knapPI_13_100_1000_1_new,3,3,DSATURimgs/196-9749r943,2,2,ExpImgs/22_knapPI_13_100_1000_1_new,3,3,DSATURimgs/66-216r554,2,2
41,CHRimages/TSP-122-10-3-854,0,0,GRDimages/TSP-197-3-3-4996,4,4,ComboImgs/QuadFit022,1,1,ExpImgs/17_knapPI_9_500_1000_1_new,3,3,GRDimages/TSP-193-7-0-4299,4,4,ComboImgs/SimilarWeightsUncorrelated081,1,1,GRDimages/TSP-191-9-1-1070,4,4,CHRimages/TSP-74-5-0-4550,0,4,GRDimages/TSP-200-10-2-899,4,4,CHRimages/TSP-58-4-0-1090,0,0
42,DSATURimgs/122-4019r51,2,2,DSATURimgs/110-2214r504,2,2,DSATURimgs/181-6029r474,2,2,DSATURimgs/81-1596r561,2,2,CHRimages/TSP-188-8-3-1208,0,4,GRDimages/TSP-176-3-1-4160,4,4,ExpImgs/38_knapPI_5_500_10000_1_new,3,3,GRDimages/TSP-165-2-2-4070,4,4,LFimgs/17-111r44,5,5,LFimgs/119-3465r625,5,5
43,CHRimages/TSP-48-10-0-2030,0,0,CHRimages/TSP-66-5-1-1988,0,4,ComboImgs/10_knapPI_13_100_1000_1_new,1,1,DSATURimgs/111-1015r625,2,2,CHRimages/TSP-37-8-1-2103,0,0,GRDimages/TSP-95-5-0-1335,4,0,LFimgs/71-385r218,5,2,ComboImgs/ProfitLargeOnly148,1,1,ExpImgs/22_knapPI_2_50_1000_1_new,3,3,GRDimages/TSP-89-8-3-3486,4,4
44,LFimgs/71-2019r267,5,2,LFimgs/48-1087r964,5,2,GRDimages/TSP-159-4-1-3587,4,4,DSATURimgs/72-888r278,2,2,GRDimages/TSP-143-8-0-1542,4,4,LFimgs/115-6044r776,5,2,ExpImgs/44_knapPI_5_50_100000_1_new,3,3,ExpImgs/0_knapPI_4_2000_100000_1_new,3,1,LFimgs/68-2071r930,5,2,ComboImgs/39_knapPI_9_1000_1000000_1_new,1,3
45,GRDimages/TSP-165-4-1-2868,4,4,DSATURimgs/171-13238r264,2,2,CHRimages/TSP-90-10-3-4453,0,0,LFimgs/126-5035r846,5,2,GRDimages/TSP-120-2-0-985,4,4,ExpImgs/28_knapPI_3_50_1000000_1_new,3,3,LFimgs/88-3323r554,5,2,ComboImgs/SpannerUncorrelated121,1,1,ComboImgs/Circle116,1,1,ComboImgs/Multiple157,1,1
46,ComboImgs/NoSmallWeights167,1,1,CHRimages/TSP-89-5-0-2153,0,4,GRDimages/TSP-171-7-0-2416,4,4,GRDimages/TSP-191-6-1-2918,4,4,DSATURimgs/92-3414r838,2,2,ExpImgs/12_knapPI_13_200_1000_1_new,3,3,DSATURimgs/131-7085r1,2,2,GRDimages/TSP-145-8-1-1499,4,4,ExpImgs/46_knapPI_9_200_100000_1_new,3,3,LFimgs/108-5718r824,5,5
47,LFimgs/62-1326r920,5,2,GRDimages/TSP-165-5-0-2873,4,4,CHRimages/TSP-101-7-3-294,0,0,ExpImgs/45_knapPI_15_200_1000_1_new,3,3,DSATURimgs/79-1267r461,2,2,GRDimages/TSP-34-4-2-5141,4,0,ExpImgs/34_knapPI_3_500_1000_1_new,3,3,DSATURimgs/162-867r598,2,2,ComboImgs/Profit018,1,1,CHRimages/TSP-56-10-2-4115,0,0
48,ComboImgs/EvenOddSubsetSum077,1,1,ExpImgs/32_knapPI_1_50_10000_1_new,3,3,GRDimages/TSP-149-2-0-2500,4,4,GRDimages/TSP-190-5-1-5859,4,4,GRDimages/TSP-149-1-1-2331,4,4,CHRimages/TSP-117-8-1-1238,0,0,LFimgs/21-119r447,5,5,ExpImgs/43_knapPI_16_200_1000_1_new,3,3,LFimgs/146-6364r459,5,2,ComboImgs/Multiple031,1,1
49,LFimgs/96-2743r957,5,2,CHRimages/TSP-70-7-3-3376,0,4,ComboImgs/EvenOddStrong135,1,1,ExpImgs/46_knapPI_15_200_1000_1_new,3,3,DSATURimgs/67-1337r431,2,5,GRDimages/TSP-195-5-1-1651,4,4,GRDimages/TSP-85-5-3-764,4,0,GRDimages/TSP-166-7-1-5027,4,4,GRDimages/TSP-142-2-1-4562,4,4,DSATURimgs/90-3708r289,2,5
50,ComboImgs/EvenOddStrong126,1,1,ExpImgs/18_knapPI_3_1000_100000_1_new,3,3,LFimgs/195-8521r805,5,2,ExpImgs/16_knapPI_3_1000_100000_1_new,3,3,DSATURimgs/86-1226r876,2,2,GRDimages/TSP-196-8-0-2532,4,4,ComboImgs/36_knapPI_11_1000_1000_1_new,1,1,LFimgs/24-238r580,5,5,ComboImgs/SpannerUncorrelated075,1,1,LFimgs/48-640r184,5,5
51,DSATURimgs/193-5569r288,2,2,ComboImgs/SpannerStrong061,1,1,CHRimages/TSP-128-7-2-20,0,0,ComboImgs/SpannerUncorrelated175,1,1,ExpImgs/30_knapPI_3_200_10000000_1_new,3,3,LFimgs/20-188r473,5,5,CHRimages/TSP-124-7-1-615,0,4,DSATURimgs/145-3511r311,2,2,CHRimages/TSP-67-10-3-4066,0,0,LFimgs/22-232r831,5,5
52,CHRimages/TSP-194-4-3-1825,0,4,GRDimages/TSP-139-8-0-5207,4,4,CHRimages/TSP-26-9-1-600,0,0,ExpImgs/47_knapPI_2_1000_1000_1_new,3,3,GRDimages/TSP-54-3-3-5451,4,0,GRDimages/TSP-189-4-3-4364,4,4,CHRimages/TSP-103-2-2-2261,0,0,LFimgs/22-71r634,5,5,DSATURimgs/41-716r708,2,2,CHRimages/TSP-36-6-1-378,0,0
53,DSATURimgs/147-3447r37,2,2,CHRimages/TSP-103-3-2-986,0,0,GRDimages/TSP-162-10-1-4375,4,4,ExpImgs/34_knapPI_16_200_1000_1_new,3,3,LFimgs/124-6026r311,5,2,ExpImgs/36_knapPI_13_1000_1000_1_new,3,3,GRDimages/TSP-152-2-1-540,4,4,ExpImgs/11_knapPI_13_100_1000_1_new,3,3,ExpImgs/18_knapPI_3_500_1000_1_new,3,3,LFimgs/23-252r732,5,5
54,CHRimages/TSP-139-8-2-1680,0,0,GRDimages/TSP-198-9-3-3574,4,4,ExpImgs/25_knapPI_2_200_10000_1_new,3,3,CHRimages/TSP-154-3-3-622,0,4,ExpImgs/38_knapPI_16_100_1000_1_new,3,3,LFimgs/33-446r175,5,5,DSATURimgs/59-1497r481,2,5,GRDimages/TSP-165-1-0-5762,4,4,GRDimages/TSP-138-6-3-1532,4,0,GRDimages/TSP-25-9-2-5657,4,4
55,GRDimages/TSP-104-9-0-1810,4,4,LFimgs/101-3161r963,5,5,ComboImgs/EvenOddStrong177,1,1,ExpImgs/12_knapPI_1_50_10000_1_new,3,3,DSATURimgs/94-3300r209,2,2,LFimgs/32-470r384,5,5,GRDimages/TSP-144-10-1-2002,4,4,LFimgs/78-242r305,5,5,CHRimages/TSP-29-4-1-1331,0,0,LFimgs/49-167r255,5,5
56,GRDimages/TSP-86-7-2-579,4,0,CHRimages/TSP-38-4-1-3977,0,0,LFimgs/142-2130r405,5,2,ComboImgs/CubeFit162,1,1,ComboImgs/Circle100,1,1,ComboImgs/SpannerUncorrelated165,1,1,CHRimages/TSP-156-5-2-2211,0,0,LFimgs/121-2921r207,5,2,CHRimages/TSP-28-5-3-3464,0,0,GRDimages/TSP-198-10-2-4074,4,0
57,GRDimages/TSP-116-10-1-3523,4,4,GRDimages/TSP-29-2-2-1809,4,4,LFimgs/25-111r637,5,5,ComboImgs/Circle148,1,1,GRDimages/TSP-37-5-3-4261,4,0,GRDimages/TSP-84-4-1-2227,4,4,CHRimages/TSP-81-9-2-150,0,0,ComboImgs/EvenOddSubsetSum007,1,1,DSATURimgs/133-986r512,2,2,DSATURimgs/118-3666r517,2,2
58,ExpImgs/36_knapPI_6_1000_1000_1_new,3,1,ComboImgs/InverseStrong033,1,1,DSATURimgs/72-2271r458,2,2,LFimgs/185-17100r27,5,5,ExpImgs/38_knapPI_3_200_10000000_1_new,3,3,GRDimages/TSP-186-7-1-2765,4,4,CHRimages/TSP-50-3-3-826,0,4,GRDimages/TSP-109-6-0-2501,4,4,ComboImgs/Multiple188,1,1,DSATURimgs/137-1645r177,2,2
59,GRDimages/TSP-198-8-0-4699,4,4,DSATURimgs/56-265r200,2,5,GRDimages/TSP-171-4-0-1394,4,4,LFimgs/19-84r621,5,5,ComboImgs/SimilarWeightsUncorrelated028,1,1,CHRimages/TSP-60-10-1-4084,0,0,ExpImgs/0_knapPI_9_200_100000_1_new,3,3,LFimgs/121-4836r984,5,2,GRDimages/TSP-198-3-2-5317,4,0,GRDimages/TSP-113-10-3-3425,4,4
