,fold0,fold0-Y,fold0-Prediction,fold1,fold1-Y,fold1-Prediction,fold2,fold2-Y,fold2-Prediction,fold3,fold3-Y,fold3-Prediction,fold4,fold4-Y,fold4-Prediction,fold5,fold5-Y,fold5-Prediction,fold6,fold6-Y,fold6-Prediction,fold7,fold7-Y,fold7-Prediction,fold8,fold8-Y,fold8-Prediction,fold9,fold9-Y,fold9-Prediction
14,DSATURimgs/33-469r924,0,1.0,LFimgs/15-71r238,1,1.0,DSATURimgs/81-1428r0,0,0.0,DSATURimgs/21-83r440,0,1.0,LFimgs/51-310r941,1,1.0,DSATURimgs/127-7725r759,0,1.0,LFimgs/86-2267r900,1,0.0,DSATURimgs/181-8386r827,0,0.0,LFimgs/160-6480r980,1,0.0,LFimgs/10-28r289,1,1.0
15,DSATURimgs/81-946r939,0,0.0,LFimgs/55-811r583,1,0.0,DSATURimgs/124-4860r186,0,0.0,LFimgs/18-161r828,1,1.0,LFimgs/101-3161r963,1,0.0,LFimgs/22-225r647,1,1.0,LFimgs/186-17265r585,1,1.0,DSATURimgs/60-1638r152,0,0.0,DSATURimgs/159-4973r286,0,0.0,LFimgs/13-71r191,1,1.0
16,DSATURimgs/121-6467r770,0,0.0,DSATURimgs/162-4435r183,0,0.0,DSATURimgs/118-2188r259,0,0.0,LFimgs/14-97r496,1,1.0,DSATURimgs/163-12577r13,0,0.0,DSATURimgs/115-1113r310,0,0.0,LFimgs/154-5184r506,1,0.0,DSATURimgs/144-4002r999,0,0.0,LFimgs/31-407r849,1,0.0,DSATURimgs/184-10627r444,0,0.0
17,LFimgs/30-327r367,1,1.0,LFimgs/10-13r84,1,1.0,LFimgs/99-3037r737,1,0.0,LFimgs/48-773r108,1,1.0,DSATURimgs/137-2877r541,0,0.0,DSATURimgs/164-8439r199,0,0.0,LFimgs/45-997r81,1,1.0,LFimgs/26-281r343,1,1.0,LFimgs/59-1723r479,1,1.0,DSATURimgs/182-6206r774,0,0.0
18,LFimgs/42-433r29,1,1.0,LFimgs/51-549r949,1,0.0,DSATURimgs/171-2313r26,0,0.0,DSATURimgs/40-176r816,0,1.0,LFimgs/57-829r733,1,0.0,DSATURimgs/147-2403r98,0,0.0,LFimgs/19-85r145,1,1.0,LFimgs/27-163r841,1,1.0,DSATURimgs/53-502r381,0,0.0,DSATURimgs/97-2633r432,0,0.0
19,LFimgs/55-1329r767,1,1.0,DSATURimgs/168-4018r563,0,0.0,LFimgs/43-71r532,1,1.0,LFimgs/56-312r722,1,1.0,LFimgs/23-130r988,1,1.0,DSATURimgs/129-4385r226,0,0.0,DSATURimgs/67-1090r790,0,1.0,LFimgs/177-15007r10,1,0.0,DSATURimgs/35-390r158,0,0.0,DSATURimgs/140-3291r907,0,0.0
20,LFimgs/23-229r576,1,1.0,LFimgs/124-6176r929,1,0.0,DSATURimgs/92-537r900,0,0.0,DSATURimgs/149-7796r393,0,0.0,DSATURimgs/178-5347r645,0,0.0,LFimgs/110-250r961,1,1.0,LFimgs/125-595r434,1,0.0,LFimgs/96-444r631,1,0.0,LFimgs/14-88r53,1,1.0,DSATURimgs/36-360r994,0,1.0
21,LFimgs/61-1853r82,1,1.0,LFimgs/18-49r611,1,1.0,LFimgs/41-758r609,1,1.0,DSATURimgs/129-215r277,0,1.0,LFimgs/87-3755r160,1,1.0,DSATURimgs/54-63r524,0,1.0,LFimgs/28-306r690,1,0.0,LFimgs/177-14352r479,1,0.0,LFimgs/50-1234r532,1,1.0,LFimgs/183-6359r608,1,0.0
22,DSATURimgs/118-4418r829,0,0.0,LFimgs/121-4281r190,1,0.0,LFimgs/96-3860r476,1,0.0,LFimgs/42-43r509,1,1.0,DSATURimgs/149-9014r162,0,0.0,DSATURimgs/148-9710r935,0,0.0,DSATURimgs/83-1749r406,0,0.0,DSATURimgs/95-668r516,0,1.0,LFimgs/32-469r284,1,1.0,LFimgs/11-29r795,1,1.0
23,LFimgs/40-161r686,1,1.0,LFimgs/18-114r553,1,1.0,LFimgs/193-10582r857,1,0.0,DSATURimgs/34-109r165,0,1.0,DSATURimgs/54-909r567,0,0.0,LFimgs/15-57r488,1,1.0,DSATURimgs/130-344r857,0,1.0,DSATURimgs/66-312r593,0,1.0,LFimgs/34-298r434,1,1.0,DSATURimgs/195-17531r817,0,0.0
24,DSATURimgs/93-2436r206,0,0.0,DSATURimgs/172-7341r408,0,0.0,LFimgs/61-1245r517,1,0.0,LFimgs/80-118r194,1,1.0,DSATURimgs/116-732r366,0,1.0,LFimgs/27-274r620,1,1.0,LFimgs/89-2077r761,1,1.0,LFimgs/73-2593r312,1,1.0,LFimgs/38-439r272,1,0.0,LFimgs/196-18359r596,1,0.0
25,LFimgs/42-155r523,1,1.0,DSATURimgs/37-486r221,0,1.0,DSATURimgs/137-624r256,0,0.0,DSATURimgs/45-142r586,0,1.0,LFimgs/137-340r831,1,1.0,LFimgs/128-6456r271,1,0.0,DSATURimgs/185-4499r739,0,0.0,DSATURimgs/110-5220r463,0,0.0,LFimgs/147-5153r317,1,0.0,DSATURimgs/14-39r410,0,1.0
26,LFimgs/22-232r831,1,1.0,DSATURimgs/199-13691r692,0,0.0,DSATURimgs/60-1277r937,0,0.0,LFimgs/34-119r349,1,1.0,LFimgs/72-1989r49,1,0.0,LFimgs/91-557r511,1,0.0,DSATURimgs/142-1795r963,0,0.0,LFimgs/11-11r606,1,1.0,DSATURimgs/39-426r190,0,1.0,DSATURimgs/125-3962r197,0,0.0
27,LFimgs/71-1689r355,1,0.0,LFimgs/48-735r545,1,0.0,LFimgs/100-4829r8,1,0.0,DSATURimgs/104-380r287,0,1.0,DSATURimgs/199-5618r119,0,0.0,DSATURimgs/84-868r739,0,0.0,DSATURimgs/148-2537r116,0,0.0,DSATURimgs/130-813r65,0,0.0,DSATURimgs/156-1310r416,0,0.0,DSATURimgs/157-3697r901,0,0.0
28,DSATURimgs/149-2668r634,0,0.0,DSATURimgs/53-641r4,0,1.0,DSATURimgs/198-12719r840,0,0.0,DSATURimgs/46-854r319,0,0.0,DSATURimgs/125-3578r307,0,0.0,LFimgs/58-287r135,1,0.0,LFimgs/33-356r996,1,1.0,LFimgs/16-98r171,1,1.0,LFimgs/27-62r129,1,1.0,LFimgs/41-142r396,1,1.0
29,DSATURimgs/99-4380r223,0,1.0,LFimgs/25-235r346,1,1.0,LFimgs/74-2705r670,1,1.0,LFimgs/169-14076r709,1,1.0,LFimgs/48-1091r189,1,1.0,LFimgs/97-4619r996,1,1.0,DSATURimgs/179-8707r369,0,0.0,LFimgs/167-2480r737,1,0.0,DSATURimgs/133-6475r524,0,0.0,LFimgs/18-61r940,1,1.0
30,LFimgs/57-830r309,1,1.0,LFimgs/126-5006r154,1,0.0,LFimgs/26-51r401,1,1.0,DSATURimgs/46-224r456,0,1.0,LFimgs/78-1004r799,1,0.0,LFimgs/57-1597r993,1,1.0,LFimgs/142-7215r720,1,0.0,DSATURimgs/133-3940r376,0,0.0,LFimgs/65-1210r630,1,0.0,DSATURimgs/107-2550r629,0,0.0
31,DSATURimgs/170-13984r823,0,1.0,DSATURimgs/192-7928r149,0,0.0,LFimgs/24-251r554,1,1.0,LFimgs/90-3148r699,1,0.0,DSATURimgs/156-3420r278,0,0.0,DSATURimgs/51-1148r465,0,1.0,LFimgs/42-97r111,1,1.0,DSATURimgs/78-1649r547,0,0.0,LFimgs/65-160r745,1,1.0,DSATURimgs/176-523r467,0,1.0
32,DSATURimgs/109-1772r16,0,0.0,DSATURimgs/189-8887r648,0,0.0,LFimgs/105-226r445,1,0.0,LFimgs/27-313r931,1,1.0,LFimgs/12-54r43,1,1.0,DSATURimgs/128-5404r898,0,0.0,LFimgs/60-1723r189,1,1.0,DSATURimgs/166-10644r72,0,0.0,DSATURimgs/98-3525r403,0,0.0,LFimgs/58-288r674,1,1.0
33,LFimgs/34-235r379,1,1.0,LFimgs/197-9250r335,1,0.0,LFimgs/40-207r513,1,1.0,LFimgs/100-1560r501,1,0.0,DSATURimgs/146-9951r88,0,0.0,DSATURimgs/100-2470r104,0,0.0,DSATURimgs/152-4412r634,0,0.0,LFimgs/42-812r529,1,0.0,DSATURimgs/110-2226r866,0,0.0,DSATURimgs/193-10067r934,0,0.0
34,LFimgs/13-24r14,1,1.0,LFimgs/22-233r268,1,1.0,LFimgs/11-40r959,1,1.0,DSATURimgs/194-6459r196,0,0.0,LFimgs/42-331r369,1,1.0,LFimgs/22-165r979,1,0.0,LFimgs/26-303r779,1,1.0,DSATURimgs/171-1892r633,0,0.0,LFimgs/101-3617r345,1,0.0,LFimgs/51-922r85,1,0.0
35,DSATURimgs/150-2697r52,0,0.0,DSATURimgs/52-750r311,0,0.0,DSATURimgs/175-3871r190,0,0.0,DSATURimgs/140-7953r761,0,0.0,LFimgs/67-2192r824,1,1.0,LFimgs/12-55r379,1,1.0,DSATURimgs/180-5585r451,0,0.0,DSATURimgs/102-2335r424,0,0.0,DSATURimgs/179-4700r999,0,0.0,DSATURimgs/94-3899r219,0,1.0
36,DSATURimgs/60-283r297,0,1.0,LFimgs/14-80r746,1,1.0,LFimgs/122-1674r437,1,0.0,LFimgs/16-104r682,1,1.0,LFimgs/42-263r901,1,1.0,DSATURimgs/91-3269r239,0,0.0,DSATURimgs/55-237r887,0,1.0,DSATURimgs/121-2830r649,0,0.0,DSATURimgs/174-4378r964,0,0.0,LFimgs/46-961r333,1,1.0
37,LFimgs/36-130r993,1,1.0,LFimgs/30-52r354,1,1.0,LFimgs/66-2107r178,1,1.0,LFimgs/163-8501r100,1,0.0,DSATURimgs/192-16726r814,0,0.0,LFimgs/27-345r712,1,1.0,DSATURimgs/93-2946r973,0,0.0,DSATURimgs/108-3836r976,0,0.0,LFimgs/92-1779r625,1,1.0,LFimgs/35-575r827,1,1.0
38,DSATURimgs/166-9743r372,0,0.0,LFimgs/30-85r376,1,1.0,DSATURimgs/190-17585r663,0,0.0,DSATURimgs/51-1026r10,0,0.0,LFimgs/37-331r42,1,1.0,DSATURimgs/165-9892r649,0,0.0,LFimgs/55-252r775,1,1.0,LFimgs/91-4059r471,1,1.0,DSATURimgs/131-3166r365,0,0.0,LFimgs/27-168r233,1,1.0
39,DSATURimgs/14-22r895,0,1.0,LFimgs/30-364r697,1,1.0,LFimgs/17-109r579,1,1.0,DSATURimgs/182-5535r319,0,0.0,DSATURimgs/90-3708r289,0,0.0,LFimgs/92-1708r799,1,1.0,DSATURimgs/151-10692r275,0,1.0,DSATURimgs/24-67r156,0,1.0,DSATURimgs/55-582r492,0,0.0,LFimgs/10-18r241,1,1.0
40,LFimgs/127-1320r216,1,0.0,DSATURimgs/42-718r670,0,0.0,DSATURimgs/130-5966r618,0,0.0,DSATURimgs/157-2655r678,0,0.0,DSATURimgs/173-3883r531,0,0.0,DSATURimgs/135-1354r187,0,0.0,DSATURimgs/46-476r344,0,1.0,DSATURimgs/127-3485r897,0,0.0,DSATURimgs/101-1208r38,0,0.0,DSATURimgs/133-3802r225,0,0.0
41,LFimgs/163-9416r109,1,0.0,LFimgs/18-127r708,1,1.0,LFimgs/51-220r429,1,1.0,LFimgs/11-48r934,1,1.0,DSATURimgs/130-3273r802,0,0.0,DSATURimgs/57-1001r948,0,0.0,DSATURimgs/74-1027r532,0,1.0,LFimgs/28-136r749,1,1.0,DSATURimgs/193-1270r920,0,0.0,DSATURimgs/195-15841r94,0,0.0
42,DSATURimgs/16-21r161,0,1.0,LFimgs/35-81r295,1,1.0,DSATURimgs/116-1746r25,0,0.0,DSATURimgs/76-1447r343,0,0.0,LFimgs/18-95r381,1,1.0,DSATURimgs/182-15603r396,0,0.0,DSATURimgs/27-174r970,0,1.0,DSATURimgs/130-5036r664,0,0.0,LFimgs/15-31r174,1,1.0,LFimgs/51-721r516,1,0.0
43,DSATURimgs/33-85r401,0,1.0,DSATURimgs/149-7571r794,0,0.0,DSATURimgs/41-115r4,0,1.0,DSATURimgs/108-2792r454,0,0.0,DSATURimgs/34-64r860,0,1.0,LFimgs/41-465r822,1,1.0,LFimgs/13-67r202,1,1.0,DSATURimgs/101-4708r729,0,0.0,LFimgs/35-303r43,1,1.0,DSATURimgs/174-1142r677,0,0.0
44,DSATURimgs/194-8946r787,0,0.0,LFimgs/32-87r776,1,1.0,LFimgs/112-4772r458,1,0.0,DSATURimgs/80-1535r886,0,1.0,LFimgs/77-2565r322,1,0.0,LFimgs/134-5425r445,1,0.0,DSATURimgs/21-155r600,0,1.0,LFimgs/136-4188r178,1,0.0,LFimgs/57-1600r335,1,1.0,DSATURimgs/103-329r981,0,0.0
45,DSATURimgs/99-1559r976,0,1.0,DSATURimgs/67-1337r431,0,1.0,DSATURimgs/157-1849r485,0,0.0,LFimgs/23-81r657,1,1.0,LFimgs/21-220r75,1,1.0,LFimgs/16-109r398,1,1.0,DSATURimgs/71-2102r756,0,0.0,LFimgs/32-437r543,1,1.0,LFimgs/110-587r51,1,0.0,LFimgs/43-211r919,1,1.0
46,LFimgs/32-309r575,1,0.0,LFimgs/13-80r544,1,1.0,LFimgs/56-1494r495,1,1.0,LFimgs/58-555r350,1,1.0,DSATURimgs/130-3964r982,0,0.0,LFimgs/36-553r776,1,1.0,LFimgs/15-39r899,1,1.0,DSATURimgs/194-1396r582,0,0.0,DSATURimgs/188-12256r589,0,0.0,LFimgs/54-665r508,1,1.0
47,DSATURimgs/81-544r762,0,1.0,LFimgs/81-1981r593,1,1.0,LFimgs/90-1120r580,1,0.0,LFimgs/59-307r83,1,1.0,DSATURimgs/164-3817r821,0,0.0,LFimgs/32-199r685,1,1.0,DSATURimgs/139-1055r236,0,0.0,LFimgs/26-189r463,1,0.0,DSATURimgs/142-9496r954,0,0.0,LFimgs/37-647r811,1,1.0
48,LFimgs/101-1803r803,1,0.0,LFimgs/149-4369r318,1,0.0,LFimgs/11-11r131,1,1.0,DSATURimgs/108-1748r998,0,1.0,LFimgs/84-3176r553,1,0.0,LFimgs/99-296r502,1,1.0,DSATURimgs/28-88r632,0,1.0,DSATURimgs/157-7823r909,0,0.0,LFimgs/30-403r192,1,1.0,LFimgs/17-43r652,1,1.0
49,LFimgs/144-3057r86,1,0.0,LFimgs/37-121r270,1,1.0,LFimgs/102-4135r944,1,0.0,LFimgs/15-90r702,1,1.0,DSATURimgs/126-3244r493,0,0.0,DSATURimgs/153-8465r57,0,0.0,LFimgs/64-1996r345,1,1.0,LFimgs/107-5606r614,1,1.0,LFimgs/29-372r20,1,1.0,LFimgs/11-59r532,1,1.0
50,DSATURimgs/194-15604r661,0,0.0,LFimgs/101-711r609,1,1.0,DSATURimgs/137-1645r177,0,0.0,DSATURimgs/78-897r405,0,1.0,LFimgs/69-265r594,1,1.0,DSATURimgs/177-14871r344,0,0.0,LFimgs/70-1414r163,1,0.0,DSATURimgs/36-138r770,0,1.0,LFimgs/21-98r328,1,1.0,LFimgs/24-149r764,1,1.0
51,DSATURimgs/51-432r836,0,1.0,DSATURimgs/134-4131r925,0,0.0,DSATURimgs/128-7689r328,0,0.0,LFimgs/73-2473r930,1,1.0,LFimgs/15-25r246,1,1.0,DSATURimgs/67-1892r711,0,1.0,DSATURimgs/193-4200r778,0,0.0,LFimgs/50-1220r887,1,1.0,LFimgs/21-205r70,1,1.0,LFimgs/83-3412r655,1,1.0
52,LFimgs/15-28r23,1,1.0,DSATURimgs/65-1972r942,0,1.0,LFimgs/34-102r444,1,1.0,DSATURimgs/70-1135r780,0,1.0,LFimgs/30-258r623,1,1.0,LFimgs/56-1529r716,1,1.0,LFimgs/44-317r424,1,0.0,DSATURimgs/89-660r948,0,0.0,DSATURimgs/37-172r743,0,0.0,DSATURimgs/23-109r281,0,1.0
53,LFimgs/133-6005r892,1,0.0,LFimgs/66-2173r315,1,1.0,DSATURimgs/147-1361r219,0,0.0,LFimgs/146-4518r955,1,0.0,LFimgs/182-16529r653,1,1.0,LFimgs/68-1267r807,1,0.0,LFimgs/163-13124r719,1,1.0,LFimgs/84-3508r387,1,1.0,LFimgs/92-1334r176,1,0.0,LFimgs/81-439r77,1,1.0
54,DSATURimgs/33-232r701,0,0.0,LFimgs/59-220r465,1,0.0,LFimgs/66-239r433,1,1.0,DSATURimgs/66-700r848,0,0.0,LFimgs/17-134r221,1,1.0,DSATURimgs/124-3691r753,0,0.0,LFimgs/21-26r60,1,1.0,LFimgs/119-6938r991,1,0.0,DSATURimgs/64-1694r600,0,0.0,DSATURimgs/75-1153r167,0,0.0
55,DSATURimgs/56-1335r910,0,1.0,DSATURimgs/24-44r285,0,1.0,DSATURimgs/59-384r173,0,0.0,LFimgs/21-176r653,1,1.0,LFimgs/10-35r540,1,1.0,LFimgs/47-769r619,1,1.0,DSATURimgs/166-11688r143,0,0.0,DSATURimgs/198-17985r917,0,0.0,DSATURimgs/157-11236r988,0,0.0,LFimgs/10-37r542,1,1.0
56,LFimgs/31-263r720,1,1.0,DSATURimgs/72-888r278,0,0.0,DSATURimgs/45-556r220,0,0.0,LFimgs/15-109r260,1,1.0,LFimgs/38-42r784,1,1.0,LFimgs/56-107r520,1,1.0,DSATURimgs/126-7394r792,0,0.0,DSATURimgs/92-873r788,0,0.0,DSATURimgs/110-3345r507,0,0.0,LFimgs/17-65r314,1,1.0
57,DSATURimgs/39-336r443,0,1.0,DSATURimgs/143-7412r341,0,0.0,LFimgs/158-5119r89,1,0.0,LFimgs/93-2468r786,1,1.0,DSATURimgs/51-923r237,0,0.0,DSATURimgs/62-888r418,0,1.0,DSATURimgs/62-329r603,0,0.0,LFimgs/105-1934r737,1,0.0,LFimgs/18-102r571,1,1.0,DSATURimgs/64-695r94,0,1.0
58,LFimgs/143-6071r252,1,0.0,LFimgs/188-13393r673,1,0.0,DSATURimgs/179-15239r644,0,0.0,LFimgs/70-708r238,1,1.0,DSATURimgs/95-1724r298,0,0.0,LFimgs/129-4653r352,1,0.0,LFimgs/24-242r154,1,1.0,LFimgs/109-4991r482,1,1.0,LFimgs/15-78r406,1,1.0,DSATURimgs/88-1379r325,0,0.0
59,DSATURimgs/74-1914r809,0,1.0,DSATURimgs/74-1906r842,0,0.0,LFimgs/16-106r437,1,1.0,DSATURimgs/183-12027r564,0,0.0,LFimgs/19-168r426,1,1.0,LFimgs/78-242r305,1,1.0,LFimgs/18-63r699,1,1.0,LFimgs/13-51r375,1,1.0,DSATURimgs/67-1717r151,0,0.0,DSATURimgs/106-3107r324,0,0.0
60,DSATURimgs/182-13843r988,0,0.0,DSATURimgs/122-2615r947,0,0.0,DSATURimgs/166-12300r479,0,0.0,LFimgs/81-3205r98,1,1.0,DSATURimgs/101-2336r848,0,0.0,DSATURimgs/198-11652r601,0,0.0,LFimgs/26-333r492,1,1.0,LFimgs/62-179r598,1,1.0,DSATURimgs/103-3841r264,0,0.0,LFimgs/36-631r627,1,1.0
61,DSATURimgs/122-5910r226,0,0.0,DSATURimgs/143-9664r200,0,1.0,LFimgs/164-10464r417,1,0.0,LFimgs/84-1304r132,1,0.0,LFimgs/76-156r377,1,1.0,LFimgs/35-45r207,1,1.0,DSATURimgs/169-4550r843,0,0.0,DSATURimgs/123-5693r359,0,0.0,DSATURimgs/49-242r306,0,1.0,DSATURimgs/86-2193r769,0,0.0
62,DSATURimgs/106-3748r207,0,0.0,LFimgs/147-3491r984,1,0.0,LFimgs/10-46r932,1,1.0,LFimgs/104-2920r372,1,0.0,DSATURimgs/153-3861r132,0,0.0,LFimgs/18-113r702,1,1.0,DSATURimgs/150-1880r250,0,0.0,LFimgs/11-55r557,1,1.0,LFimgs/119-6888r706,1,0.0,LFimgs/12-67r486,1,1.0
63,DSATURimgs/61-1665r438,0,0.0,LFimgs/57-970r172,1,1.0,LFimgs/108-3271r29,1,0.0,LFimgs/26-85r108,1,1.0,DSATURimgs/69-804r645,0,0.0,LFimgs/33-527r785,1,1.0,LFimgs/124-747r378,1,0.0,LFimgs/65-1046r770,1,1.0,LFimgs/90-339r197,1,1.0,DSATURimgs/168-1399r68,0,0.0
64,DSATURimgs/193-18173r328,0,0.0,DSATURimgs/59-255r571,0,1.0,LFimgs/66-1124r580,1,0.0,DSATURimgs/100-4587r582,0,0.0,LFimgs/16-116r662,1,1.0,LFimgs/60-88r789,1,1.0,DSATURimgs/114-2373r239,0,0.0,DSATURimgs/124-4905r512,0,0.0,LFimgs/152-3559r536,1,0.0,DSATURimgs/159-9720r394,0,0.0
65,LFimgs/63-255r221,1,0.0,LFimgs/190-13690r993,1,0.0,LFimgs/38-92r986,1,1.0,LFimgs/87-689r22,1,0.0,LFimgs/18-45r556,1,1.0,DSATURimgs/100-2088r720,0,0.0,LFimgs/34-91r938,1,1.0,DSATURimgs/71-2012r128,0,0.0,DSATURimgs/140-2333r936,0,0.0,LFimgs/66-378r271,1,1.0
66,DSATURimgs/98-2430r165,0,0.0,DSATURimgs/136-5253r89,0,0.0,DSATURimgs/119-672r480,0,0.0,DSATURimgs/119-5798r411,0,0.0,DSATURimgs/114-4091r614,0,0.0,DSATURimgs/176-10345r764,0,0.0,DSATURimgs/183-14446r78,0,0.0,LFimgs/80-3192r205,1,1.0,DSATURimgs/88-3314r931,0,0.0,LFimgs/27-93r789,1,1.0
67,LFimgs/124-2403r548,1,0.0,DSATURimgs/185-13882r35,0,0.0,LFimgs/46-870r162,1,0.0,DSATURimgs/37-164r279,0,1.0,DSATURimgs/176-7394r912,0,0.0,LFimgs/34-169r885,1,1.0,DSATURimgs/21-56r155,0,1.0,DSATURimgs/67-1717r77,0,0.0,DSATURimgs/84-307r640,0,1.0,DSATURimgs/103-2160r655,0,0.0
68,DSATURimgs/109-3089r894,0,1.0,DSATURimgs/19-136r284,0,1.0,DSATURimgs/168-9572r126,0,0.0,DSATURimgs/51-830r906,0,1.0,LFimgs/98-1984r434,1,0.0,LFimgs/11-38r688,1,1.0,LFimgs/119-3465r625,1,0.0,LFimgs/18-38r277,1,1.0,DSATURimgs/24-38r450,0,1.0,LFimgs/35-108r51,1,1.0
