,fold0,fold0-Y,fold0-Prediction,fold1,fold1-Y,fold1-Prediction,fold2,fold2-Y,fold2-Prediction,fold3,fold3-Y,fold3-Prediction,fold4,fold4-Y,fold4-Prediction,fold5,fold5-Y,fold5-Prediction,fold6,fold6-Y,fold6-Prediction,fold7,fold7-Y,fold7-Prediction,fold8,fold8-Y,fold8-Prediction,fold9,fold9-Y,fold9-Prediction
10,ExpImgs/47_knapPI_11_500_1000_1_new,1,1.0,ExpImgs/31_knapPI_6_1000_1000_1_new,1,0.0,ComboImgs/QuadFit145,0,0.0,ExpImgs/0_knapPI_15_1000_1000_1_new,1,0.0,ExpImgs/47_knapPI_2_50_1000_1_new,1,1.0,ExpImgs/28_knapPI_3_500_1000_1_new,1,1.0,ComboImgs/SpannerStrong046,0,0.0,ComboImgs/EvenOddStrong023,0,0.0,ExpImgs/32_knapPI_15_100_1000_1_new,1,1.0,ExpImgs/19_knapPI_3_50_1000000_1_new,1,1.0
11,ExpImgs/15_knapPI_3_50_1000000_1_new,1,1.0,ComboImgs/58_knapPI_9_1000_1000000_1_new,0,1.0,ComboImgs/QuadFit049,0,0.0,ComboImgs/EvenOddStrong178,0,0.0,ComboImgs/Profit129,0,0.0,ComboImgs/CubeFit068,0,0.0,ExpImgs/25_knapPI_9_50_1000000_1_new,1,1.0,ComboImgs/SimilarWeightsUncorrelated007,0,0.0,ExpImgs/11_knapPI_16_1000_1000_1_new,1,1.0,ComboImgs/Profit171,0,0.0
12,ExpImgs/39_knapPI_5_200_1000000_1_new,1,1.0,ComboImgs/RandomCeiling192,0,0.0,ComboImgs/EvenOddStrong017,0,0.0,ExpImgs/37_knapPI_4_200_1000_1_new,1,1.0,ExpImgs/1_knapPI_2_1000_1000_1_new,1,1.0,ExpImgs/27_knapPI_16_200_1000_1_new,1,1.0,ExpImgs/17_knapPI_5_1000_10000000_1_new,1,1.0,ExpImgs/36_knapPI_12_200_1000_1_new,1,1.0,ExpImgs/25_knapPI_3_1000_100000_1_new,1,1.0,ComboImgs/QuadFit096,0,0.0
13,ExpImgs/10_knapPI_4_1000_10000_1_new,1,0.0,ComboImgs/EvenOddStrong142,0,0.0,ComboImgs/ProfitLargeOnly042,0,0.0,ExpImgs/48_knapPI_16_20_1000_1_new,1,1.0,ExpImgs/10_knapPI_3_500_1000_1_new,1,1.0,ComboImgs/Profit069,0,0.0,ComboImgs/SimilarWeightsUncorrelated015,0,0.0,ComboImgs/ProfitLargeOnly001,0,0.0,ExpImgs/20_knapPI_3_100_10000_1_new,1,1.0,ExpImgs/22_knapPI_14_20_1000_1_new,1,1.0
14,ComboImgs/EvenOddSubsetSum181,0,0.0,ExpImgs/33_knapPI_2_200_10000_1_new,1,1.0,ComboImgs/EvenOddSubsetSum064,0,0.0,ExpImgs/28_knapPI_2_100_1000000_1_new,1,1.0,ComboImgs/EvenOddStrong012,0,0.0,ComboImgs/InverseStrong096,0,0.0,ExpImgs/16_knapPI_1_50_10000_1_new,1,1.0,ExpImgs/36_knapPI_4_500_1000000_1_new,1,0.0,ComboImgs/Multiple060,0,0.0,ComboImgs/RandomCeiling058,0,0.0
15,ExpImgs/31_knapPI_2_100_1000000_1_new,1,1.0,ComboImgs/15_knapPI_11_100_1000_1_new,0,0.0,ExpImgs/12_knapPI_2_200_10000_1_new,1,1.0,ExpImgs/19_knapPI_2_1000_1000_1_new,1,1.0,ComboImgs/41_knapPI_4_2000_100000_1_new,0,0.0,ComboImgs/ProfitLargeOnly140,0,0.0,ComboImgs/Profit113,0,0.0,ExpImgs/29_knapPI_4_1000_10000_1_new,1,0.0,ComboImgs/Multiple146,0,0.0,ComboImgs/ProfitLargeOnly086,0,0.0
16,ComboImgs/SpannerUncorrelated010,0,0.0,ComboImgs/Circle073,0,0.0,ExpImgs/48_knapPI_2_200_10000_1_new,1,1.0,ExpImgs/10_knapPI_5_1000_10000000_1_new,1,1.0,ComboImgs/EvenOddStrong066,0,0.0,ComboImgs/CubeFit020,0,0.0,ExpImgs/34_knapPI_5_2000_1000_1_new,1,1.0,ExpImgs/41_knapPI_5_1000_10000000_1_new,1,1.0,ExpImgs/45_knapPI_14_1000_1000_1_new,1,1.0,ExpImgs/31_knapPI_14_200_1000_1_new,1,1.0
17,ComboImgs/EvenOddSubsetSum165,0,0.0,ExpImgs/32_knapPI_14_200_1000_1_new,1,1.0,ComboImgs/InverseStrong072,0,0.0,ComboImgs/Circle042,0,0.0,ExpImgs/25_knapPI_16_100_1000_1_new,1,1.0,ExpImgs/49_knapPI_1_50_10000_1_new,1,1.0,ExpImgs/31_knapPI_11_100_1000_1_new,1,1.0,ExpImgs/19_knapPI_4_200_1000_1_new,1,1.0,ExpImgs/31_knapPI_12_200_1000_1_new,1,1.0,ExpImgs/49_knapPI_5_100_1000_1_new,1,1.0
18,ComboImgs/AlmostStrong122,0,0.0,ComboImgs/InverseStrong028,0,0.0,ComboImgs/NoSmallWeights044,0,0.0,ComboImgs/QuadFit179,0,0.0,ComboImgs/Profit195,0,0.0,ExpImgs/25_knapPI_13_100_1000_1_new,1,1.0,ExpImgs/36_knapPI_14_200_1000_1_new,1,1.0,ExpImgs/0_knapPI_11_100_1000_1_new,1,1.0,ComboImgs/Multiple009,0,0.0,ExpImgs/37_knapPI_5_200_1000000_1_new,1,1.0
19,ExpImgs/47_knapPI_3_50_1000000_1_new,1,1.0,ComboImgs/ProfitLargeOnly082,0,0.0,ExpImgs/30_knapPI_1_500_10000000_1_new,1,0.0,ComboImgs/Multiple045,0,0.0,ComboImgs/77_knapPI_6_100_100000_1_new,0,1.0,ComboImgs/EvenOddStrong151,0,0.0,ComboImgs/Multiple182,0,0.0,ExpImgs/2_knapPI_2_50_1000_1_new,1,1.0,ExpImgs/15_knapPI_4_50_10000_1_new,1,1.0,ExpImgs/20_knapPI_13_100_1000_1_new,1,1.0
20,ComboImgs/AlmostStrong133,0,0.0,ComboImgs/ProfitLargeOnly073,0,0.0,ComboImgs/NoSmallWeights071,0,0.0,ComboImgs/RandomCeiling083,0,0.0,ExpImgs/43_knapPI_15_200_1000_1_new,1,1.0,ComboImgs/SpannerStrong055,0,0.0,ExpImgs/25_knapPI_5_50_100000_1_new,1,1.0,ExpImgs/45_knapPI_13_200_1000_1_new,1,1.0,ExpImgs/14_knapPI_16_100_1000_1_new,1,1.0,ComboImgs/SpannerStrong080,0,0.0
21,ExpImgs/42_knapPI_5_100_1000_1_new,1,1.0,ComboImgs/QuadFit020,0,0.0,ExpImgs/37_knapPI_5_1000_10000000_1_new,1,1.0,ExpImgs/19_knapPI_9_100_1000_1_new,1,1.0,ComboImgs/Multiple148,0,0.0,ExpImgs/14_knapPI_1_500_10000000_1_new,1,1.0,ExpImgs/32_knapPI_13_20_1000_1_new,1,1.0,ExpImgs/14_knapPI_13_20_1000_1_new,1,1.0,ExpImgs/42_knapPI_11_1000_1000_1_new,1,1.0,ComboImgs/Multiple189,0,0.0
22,ComboImgs/InverseStrong046,0,0.0,ExpImgs/3_knapPI_11_100_1000_1_new,1,1.0,ComboImgs/Multiple105,0,0.0,ComboImgs/45_knapPI_11_100_1000_1_new,0,1.0,ComboImgs/InverseStrong119,0,0.0,ComboImgs/11_knapPI_6_500_1000000_1_new,0,0.0,ComboImgs/ProfitLargeOnly030,0,0.0,ExpImgs/43_knapPI_16_20_1000_1_new,1,1.0,ComboImgs/Circle002,0,0.0,ComboImgs/Profit196,0,0.0
23,ExpImgs/44_knapPI_11_200_1000_1_new,1,1.0,ComboImgs/QuadFit010,0,0.0,ExpImgs/12_knapPI_1_200_10000_1_new,1,1.0,ComboImgs/Multiple163,0,0.0,ExpImgs/50_knapPI_13_20_1000_1_new,1,1.0,ComboImgs/ProfitLargeOnly136,0,0.0,ExpImgs/30_knapPI_15_20_1000_1_new,1,1.0,ComboImgs/InverseStrong153,0,0.0,ExpImgs/14_knapPI_1_50_10000_1_new,1,1.0,ExpImgs/36_knapPI_4_1000_10000_1_new,1,0.0
24,ExpImgs/11_knapPI_2_500_10000000_1_new,1,1.0,ComboImgs/EvenOddSubsetSum023,0,0.0,ExpImgs/13_knapPI_5_100_1000_1_new,1,1.0,ComboImgs/EvenOddStrong080,0,0.0,ComboImgs/EvenOddSubsetSum199,0,0.0,ExpImgs/46_knapPI_16_20_1000_1_new,1,1.0,ExpImgs/36_knapPI_5_2000_1000_1_new,1,1.0,ExpImgs/33_knapPI_14_20_1000_1_new,1,1.0,ComboImgs/EvenOddSubsetSum170,0,0.0,ComboImgs/NoSmallWeights041,0,0.0
25,ExpImgs/4_knapPI_5_1000_10000000_1_new,1,1.0,ExpImgs/15_knapPI_2_2000_1000000_1_new,1,1.0,ExpImgs/37_knapPI_9_50_1000000_1_new,1,1.0,ExpImgs/38_knapPI_4_1000_10000_1_new,1,0.0,ComboImgs/SimilarWeightsUncorrelated016,0,0.0,ComboImgs/AlmostStrong157,0,0.0,ComboImgs/SpannerStrong029,0,0.0,ExpImgs/34_knapPI_4_100_10000000_1_new,1,1.0,ExpImgs/43_knapPI_4_2000_100000_1_new,1,0.0,ExpImgs/14_knapPI_15_1000_1000_1_new,1,0.0
26,ExpImgs/12_knapPI_11_100_1000_1_new,1,1.0,ComboImgs/CubeFit152,0,0.0,ComboImgs/Multiple129,0,0.0,ExpImgs/3_knapPI_13_200_1000_1_new,1,1.0,ExpImgs/4_knapPI_1_100_1000000_1_new,1,1.0,ExpImgs/47_knapPI_13_20_1000_1_new,1,1.0,ComboImgs/69_knapPI_9_1000_1000000_1_new,0,0.0,ExpImgs/3_knapPI_1_200_10000_1_new,1,1.0,ComboImgs/QuadFit153,0,0.0,ComboImgs/80_knapPI_9_1000_1000000_1_new,0,1.0
27,ComboImgs/Circle130,0,0.0,ExpImgs/33_knapPI_2_100_1000000_1_new,1,1.0,ComboImgs/AlmostStrong187,0,0.0,ComboImgs/22_knapPI_4_500_1000000_1_new,0,0.0,ExpImgs/42_knapPI_14_100_1000_1_new,1,1.0,ExpImgs/27_knapPI_13_200_1000_1_new,1,1.0,ExpImgs/24_knapPI_1_500_10000000_1_new,1,1.0,ComboImgs/RandomCeiling076,0,0.0,ComboImgs/SpannerStrong096,0,0.0,ExpImgs/10_knapPI_16_1000_1000_1_new,1,1.0
28,ComboImgs/AlmostStrong195,0,0.0,ExpImgs/46_knapPI_3_2000_10000_1_new,1,1.0,ComboImgs/EvenOddStrong200,0,0.0,ComboImgs/Profit027,0,0.0,ExpImgs/22_knapPI_6_50_1000_1_new,1,1.0,ComboImgs/AlmostStrong073,0,0.0,ExpImgs/13_knapPI_15_200_1000_1_new,1,0.0,ExpImgs/41_knapPI_5_200_1000000_1_new,1,1.0,ComboImgs/SpannerUncorrelated047,0,0.0,ComboImgs/EvenOddStrong078,0,0.0
29,ComboImgs/SimilarWeightsUncorrelated154,0,0.0,ComboImgs/NoSmallWeights020,0,0.0,ComboImgs/QuadFit064,0,0.0,ComboImgs/Multiple030,0,0.0,ComboImgs/NoSmallWeights139,0,0.0,ComboImgs/SpannerUncorrelated038,0,0.0,ComboImgs/54_knapPI_6_500_1000000_1_new,0,0.0,ExpImgs/13_knapPI_9_200_100000_1_new,1,1.0,ExpImgs/50_knapPI_13_200_1000_1_new,1,1.0,ComboImgs/SimilarWeightsUncorrelated012,0,0.0
30,ExpImgs/37_knapPI_9_100_1000_1_new,1,1.0,ComboImgs/SimilarWeightsUncorrelated099,0,0.0,ComboImgs/AlmostStrong015,0,0.0,ComboImgs/EvenOddStrong166,0,0.0,ComboImgs/InverseStrong161,0,0.0,ExpImgs/47_knapPI_1_100_1000000_1_new,1,1.0,ExpImgs/0_knapPI_15_100_1000_1_new,1,1.0,ComboImgs/QuadFit152,0,0.0,ExpImgs/49_knapPI_9_50_1000000_1_new,1,1.0,ExpImgs/37_knapPI_1_50_10000_1_new,1,1.0
31,ExpImgs/14_knapPI_9_200_100000_1_new,1,1.0,ComboImgs/SpannerUncorrelated139,0,1.0,ComboImgs/SpannerUncorrelated125,0,0.0,ExpImgs/29_knapPI_4_200_1000_1_new,1,1.0,ComboImgs/InverseStrong055,0,0.0,ExpImgs/36_knapPI_9_1000_1000000_1_new,1,1.0,ComboImgs/SpannerStrong031,0,0.0,ComboImgs/InverseStrong195,0,0.0,ComboImgs/43_knapPI_9_1000_1000000_1_new,0,0.0,ComboImgs/AlmostStrong056,0,0.0
32,ExpImgs/26_knapPI_4_1000_10000_1_new,1,0.0,ExpImgs/35_knapPI_1_200_10000_1_new,1,1.0,ExpImgs/10_knapPI_14_100_1000_1_new,1,1.0,ExpImgs/30_knapPI_16_100_1000_1_new,1,1.0,ComboImgs/NoSmallWeights174,0,0.0,ComboImgs/InverseStrong091,0,0.0,ExpImgs/4_knapPI_2_100_1000000_1_new,1,1.0,ExpImgs/43_knapPI_13_100_1000_1_new,1,1.0,ComboImgs/AlmostStrong009,0,0.0,ComboImgs/Multiple179,0,0.0
33,ComboImgs/EvenOddStrong155,0,0.0,ExpImgs/12_knapPI_2_1000_1000_1_new,1,1.0,ComboImgs/SpannerUncorrelated019,0,0.0,ComboImgs/Circle149,0,0.0,ComboImgs/SpannerUncorrelated157,0,0.0,ExpImgs/18_knapPI_15_20_1000_1_new,1,1.0,ExpImgs/11_knapPI_16_100_1000_1_new,1,1.0,ExpImgs/39_knapPI_13_100_1000_1_new,1,1.0,ComboImgs/RandomCeiling092,0,0.0,ExpImgs/14_knapPI_14_200_1000_1_new,1,1.0
34,ExpImgs/30_knapPI_15_100_1000_1_new,1,1.0,ExpImgs/38_knapPI_9_50_1000000_1_new,1,1.0,ExpImgs/18_knapPI_2_500_10000000_1_new,1,1.0,ExpImgs/32_knapPI_2_500_10000000_1_new,1,1.0,ExpImgs/12_knapPI_11_1000_1000_1_new,1,1.0,ExpImgs/24_knapPI_3_50_1000000_1_new,1,1.0,ComboImgs/EvenOddSubsetSum065,0,0.0,ComboImgs/Profit073,0,0.0,ComboImgs/CubeFit120,0,0.0,ComboImgs/InverseStrong042,0,0.0
35,ComboImgs/EvenOddSubsetSum078,0,0.0,ComboImgs/Multiple188,0,0.0,ExpImgs/3_knapPI_1_1000_1000_1_new,1,1.0,ComboImgs/SimilarWeightsUncorrelated108,0,0.0,ComboImgs/ProfitLargeOnly075,0,0.0,ComboImgs/75_knapPI_6_500_1000000_1_new,0,0.0,ComboImgs/Multiple177,0,0.0,ExpImgs/47_knapPI_1_200_10000_1_new,1,1.0,ExpImgs/45_knapPI_6_200_10000_1_new,1,1.0,ExpImgs/49_knapPI_1_200_10000_1_new,1,1.0
36,ExpImgs/45_knapPI_9_1000_1000000_1_new,1,0.0,ExpImgs/10_knapPI_14_1000_1000_1_new,1,1.0,ExpImgs/28_knapPI_14_1000_1000_1_new,1,1.0,ComboImgs/InverseStrong168,0,0.0,ExpImgs/35_knapPI_16_1000_1000_1_new,1,1.0,ComboImgs/RandomCeiling010,0,0.0,ComboImgs/39_knapPI_9_1000_1000000_1_new,0,1.0,ExpImgs/39_knapPI_14_100_1000_1_new,1,1.0,ExpImgs/37_knapPI_2_200_10000_1_new,1,1.0,ComboImgs/Circle158,0,0.0
37,ComboImgs/ProfitLargeOnly148,0,0.0,ExpImgs/15_knapPI_5_1000_10000000_1_new,1,1.0,ComboImgs/CubeFit054,0,0.0,ExpImgs/12_knapPI_5_2000_1000_1_new,1,1.0,ExpImgs/27_knapPI_2_200_10000_1_new,1,1.0,ExpImgs/20_knapPI_5_200_1000000_1_new,1,1.0,ComboImgs/Profit158,0,0.0,ExpImgs/47_knapPI_15_100_1000_1_new,1,1.0,ExpImgs/32_knapPI_6_200_10000_1_new,1,1.0,ComboImgs/Profit009,0,0.0
38,ComboImgs/Profit178,0,0.0,ExpImgs/10_knapPI_16_200_1000_1_new,1,1.0,ComboImgs/EvenOddSubsetSum054,0,0.0,ExpImgs/41_knapPI_1_200_10000_1_new,1,1.0,ExpImgs/43_knapPI_1_1000_1000_1_new,1,0.0,ExpImgs/19_knapPI_15_1000_1000_1_new,1,0.0,ComboImgs/EvenOddSubsetSum104,0,0.0,ExpImgs/24_knapPI_4_500_1000000_1_new,1,0.0,ExpImgs/10_knapPI_13_20_1000_1_new,1,1.0,ExpImgs/39_knapPI_16_20_1000_1_new,1,1.0
39,ComboImgs/CubeFit084,0,0.0,ExpImgs/28_knapPI_13_1000_1000_1_new,1,1.0,ExpImgs/42_knapPI_9_100_1000_1_new,1,1.0,ComboImgs/SpannerStrong060,0,0.0,ExpImgs/15_knapPI_15_100_1000_1_new,1,1.0,ExpImgs/0_knapPI_11_500_1000_1_new,1,1.0,ComboImgs/SpannerStrong118,0,0.0,ExpImgs/19_knapPI_12_1000_1000_1_new,1,1.0,ComboImgs/AlmostStrong013,0,0.0,ExpImgs/40_knapPI_1_500_10000000_1_new,1,0.0
40,ExpImgs/34_knapPI_5_500_10000_1_new,1,1.0,ComboImgs/Multiple053,0,0.0,ComboImgs/Circle004,0,0.0,ComboImgs/ProfitLargeOnly044,0,0.0,ComboImgs/CubeFit058,0,0.0,ExpImgs/21_knapPI_4_50_10000_1_new,1,1.0,ExpImgs/14_knapPI_5_1000_10000000_1_new,1,1.0,ExpImgs/45_knapPI_5_50_100000_1_new,1,1.0,ComboImgs/Circle198,0,0.0,ExpImgs/48_knapPI_11_200_1000_1_new,1,1.0
41,ComboImgs/AlmostStrong174,0,0.0,ExpImgs/35_knapPI_11_200_1000_1_new,1,1.0,ComboImgs/Profit052,0,0.0,ComboImgs/ProfitLargeOnly079,0,0.0,ExpImgs/41_knapPI_6_1000_1000_1_new,1,1.0,ExpImgs/22_knapPI_15_20_1000_1_new,1,1.0,ExpImgs/41_knapPI_2_100_1000000_1_new,1,1.0,ExpImgs/35_knapPI_5_100_1000_1_new,1,1.0,ExpImgs/41_knapPI_1_1000_1000_1_new,1,0.0,ComboImgs/SpannerStrong094,0,0.0
42,ExpImgs/21_knapPI_16_20_1000_1_new,1,1.0,ComboImgs/EvenOddSubsetSum062,0,0.0,ExpImgs/27_knapPI_6_200_10000_1_new,1,1.0,ExpImgs/41_knapPI_13_100_1000_1_new,1,1.0,ExpImgs/13_knapPI_15_1000_1000_1_new,1,0.0,ComboImgs/AlmostStrong018,0,0.0,ComboImgs/EvenOddSubsetSum124,0,0.0,ExpImgs/40_knapPI_5_1000_10000000_1_new,1,1.0,ComboImgs/SpannerStrong005,0,0.0,ExpImgs/11_knapPI_3_500_1000_1_new,1,1.0
43,ExpImgs/42_knapPI_3_100_10000_1_new,1,1.0,ComboImgs/ProfitLargeOnly103,0,0.0,ExpImgs/25_knapPI_4_100_10000000_1_new,1,1.0,ComboImgs/InverseStrong160,0,0.0,ComboImgs/SimilarWeightsUncorrelated160,0,0.0,ComboImgs/Profit118,0,0.0,ExpImgs/17_knapPI_2_100_1000000_1_new,1,1.0,ExpImgs/40_knapPI_15_20_1000_1_new,1,1.0,ExpImgs/45_knapPI_13_1000_1000_1_new,1,1.0,ExpImgs/35_knapPI_15_200_1000_1_new,1,1.0
44,ComboImgs/CubeFit080,0,0.0,ExpImgs/20_knapPI_4_100_10000000_1_new,1,1.0,ExpImgs/26_knapPI_16_1000_1000_1_new,1,1.0,ComboImgs/Multiple040,0,0.0,ComboImgs/24_knapPI_13_200_1000_1_new,0,1.0,ComboImgs/SpannerStrong077,0,0.0,ComboImgs/8_knapPI_4_2000_100000_1_new,0,0.0,ExpImgs/27_knapPI_13_100_1000_1_new,1,1.0,ExpImgs/45_knapPI_16_20_1000_1_new,1,1.0,ExpImgs/4_knapPI_16_100_1000_1_new,1,1.0
45,ComboImgs/Multiple081,0,0.0,ExpImgs/29_knapPI_2_2000_1000000_1_new,1,1.0,ExpImgs/50_knapPI_13_100_1000_1_new,1,1.0,ExpImgs/24_knapPI_5_2000_1000_1_new,1,1.0,ComboImgs/CubeFit182,0,0.0,ComboImgs/95_knapPI_11_200_1000_1_new,0,0.0,ExpImgs/20_knapPI_9_200_100000_1_new,1,1.0,ExpImgs/13_knapPI_4_200_1000_1_new,1,1.0,ExpImgs/16_knapPI_1_500_10000000_1_new,1,1.0,ComboImgs/38_knapPI_11_1000_1000_1_new,0,0.0
46,ComboImgs/SimilarWeightsUncorrelated177,0,0.0,ComboImgs/SimilarWeightsUncorrelated082,0,0.0,ComboImgs/InverseStrong133,0,0.0,ComboImgs/ProfitLargeOnly121,0,0.0,ComboImgs/Multiple031,0,0.0,ExpImgs/38_knapPI_5_1000_10000000_1_new,1,1.0,ComboImgs/SpannerStrong089,0,0.0,ExpImgs/18_knapPI_2_50_1000_1_new,1,1.0,ComboImgs/Circle154,0,0.0,ExpImgs/35_knapPI_14_200_1000_1_new,1,1.0
47,ExpImgs/46_knapPI_4_100_10000000_1_new,1,1.0,ExpImgs/0_knapPI_11_200_1000_1_new,1,1.0,ComboImgs/33_knapPI_4_2000_100000_1_new,0,0.0,ComboImgs/InverseStrong145,0,0.0,ExpImgs/1_knapPI_1_100_1000000_1_new,1,1.0,ExpImgs/21_knapPI_1_200_10000_1_new,1,1.0,ExpImgs/46_knapPI_2_500_10000000_1_new,1,1.0,ComboImgs/Multiple036,0,0.0,ExpImgs/17_knapPI_2_2000_1000000_1_new,1,1.0,ExpImgs/35_knapPI_6_100_100000_1_new,1,1.0
48,ExpImgs/21_knapPI_14_200_1000_1_new,1,1.0,ComboImgs/EvenOddSubsetSum087,0,0.0,ExpImgs/4_knapPI_1_1000_1000_1_new,1,1.0,ExpImgs/28_knapPI_5_500_10000_1_new,1,1.0,ExpImgs/40_knapPI_4_50_10000_1_new,1,1.0,ComboImgs/EvenOddSubsetSum100,0,0.0,ExpImgs/40_knapPI_13_1000_1000_1_new,1,1.0,ComboImgs/SimilarWeightsUncorrelated025,0,0.0,ExpImgs/10_knapPI_1_100_1000000_1_new,1,1.0,ComboImgs/ProfitLargeOnly072,0,0.0
