,fold0,fold0-Y,fold0-Prediction,fold1,fold1-Y,fold1-Prediction,fold2,fold2-Y,fold2-Prediction,fold3,fold3-Y,fold3-Prediction,fold4,fold4-Y,fold4-Prediction,fold5,fold5-Y,fold5-Prediction,fold6,fold6-Y,fold6-Prediction,fold7,fold7-Y,fold7-Prediction,fold8,fold8-Y,fold8-Prediction,fold9,fold9-Y,fold9-Prediction
12,DSATUR/122-7014r972,2,2,Combo/AlmostStron,1,1,GREEDY/TSP-98-7-0-5538,4,4,Expknap/12_knapPI_1_500_10000000_1,3,3,CHR/TSP-144-4-3-2310,0,0,CHR/TSP-84-3-1-3247,0,0,LF/10-49r906,5,5,CHR/TSP-20-6-1-1543,0,0,Combo/SimilarWeightsUncorrelate,1,1,DSATUR/179-3237r716,2,2
13,CHR/TSP-42-5-1-10,0,0,CHR/TSP-141-7-1-271,0,4,CHR/TSP-40-10-3-2333,0,0,LF/84-2826r684,5,2,Expknap/46_knapPI_3_100_10000_1,3,3,Expknap/19_knapPI_12_1000_1000_1,3,1,LF/89-1521r359,5,2,LF/51-592r569,5,2,LF/22-155r84,5,5,LF/106-692r305,5,2
14,DSATUR/36-291r313,2,5,Combo/ProfitLargeOnl,1,1,Expknap/35_knapPI_2_1000_1000_1,3,3,DSATUR/88-2878r371,2,2,GREEDY/TSP-108-4-0-3989,4,4,GREEDY/TSP-122-5-0-3567,4,4,GREEDY/TSP-148-2-0-102,4,4,GREEDY/TSP-200-8-1-1235,4,4,DSATUR/192-17887r20,2,2,DSATUR/140-7144r912,2,2
15,Expknap/19_knapPI_6_50_1000_1,3,3,Combo/Multipl,1,1,Combo/Circl,1,1,Expknap/38_knapPI_6_50_1000_1,3,3,LF/28-355r30,5,5,DSATUR/17-68r891,2,5,DSATUR/178-1171r559,2,2,LF/17-79r870,5,5,Combo/Circl,1,1,DSATUR/149-6175r945,2,2
16,LF/76-2775r629,5,2,LF/11-59r532,5,5,Expknap/12_knapPI_14_20_1000_1,3,3,LF/12-42r740,5,5,Expknap/11_knapPI_9_200_100000_1,3,3,CHR/TSP-66-1-0-4308,0,0,LF/11-44r255,5,5,GREEDY/TSP-45-5-2-4280,4,4,GREEDY/TSP-134-4-1-1908,4,4,Combo/NoSmallWeight,1,1
17,Combo/84_knapPI_6_500_1000000_1,1,1,CHR/TSP-39-6-1-4318,0,0,CHR/TSP-96-8-3-1726,0,0,Expknap/2_knapPI_5_50_100000_1,3,3,Expknap/33_knapPI_12_200_1000_1,3,3,LF/13-79r460,5,5,DSATUR/98-138r938,2,5,DSATUR/58-1351r460,2,2,LF/143-6071r252,5,2,Combo/EvenOddStron,1,1
18,CHR/TSP-144-10-2-4272,0,4,CHR/TSP-54-7-2-3002,0,0,GREEDY/TSP-165-1-0-3179,4,4,DSATUR/191-16258r594,2,2,Expknap/22_knapPI_4_2000_100000_1,3,1,Combo/12_knapPI_9_1000_1000000_1,1,1,Expknap/45_knapPI_2_200_10000_1,3,3,DSATUR/79-2566r598,2,2,Combo/Multipl,1,1,CHR/TSP-138-9-2-4323,0,0
19,Expknap/0_knapPI_11_200_1000_1,3,3,Expknap/44_knapPI_2_2000_1000000_1,3,3,Expknap/18_knapPI_5_1000_10000000_1,3,1,Expknap/29_knapPI_3_100_10000_1,3,3,DSATUR/195-5984r776,2,2,LF/53-969r887,5,2,DSATUR/49-525r455,2,5,Expknap/40_knapPI_3_2000_10000_1,3,3,DSATUR/61-1665r438,2,2,Expknap/15_knapPI_16_20_1000_1,3,3
20,LF/28-65r366,5,5,CHR/TSP-116-3-1-4606,0,4,Expknap/11_knapPI_14_1000_1000_1,3,1,LF/16-16r806,5,5,Combo/Profi,1,1,Expknap/11_knapPI_2_500_10000000_1,3,3,CHR/TSP-25-2-0-3952,0,0,Expknap/30_knapPI_5_200_1000000_1,3,3,Combo/Multipl,1,1,CHR/TSP-38-4-3-3177,0,0
21,DSATUR/42-718r670,2,5,Combo/14_knapPI_12_1000_1000_1,1,1,Expknap/31_knapPI_9_1000_1000000_1,3,1,DSATUR/56-222r847,2,5,LF/188-1887r650,5,2,CHR/TSP-148-10-2-4171,0,0,Combo/EvenOddSubsetSu,1,1,DSATUR/74-1906r842,2,2,DSATUR/188-11429r473,2,2,DSATUR/177-3816r499,2,2
22,CHR/TSP-55-3-1-4191,0,0,CHR/TSP-74-10-1-2652,0,0,Expknap/37_knapPI_6_100_100000_1,3,3,DSATUR/85-3376r439,2,2,LF/42-394r160,5,5,Combo/51_knapPI_11_100_1000_1,1,3,LF/100-3456r464,5,2,Combo/InverseStron,1,1,GREEDY/TSP-121-8-3-453,4,0,LF/27-217r701,5,5
23,DSATUR/77-930r368,2,2,CHR/TSP-142-5-3-1400,0,0,GREEDY/TSP-150-9-1-1773,4,4,LF/178-14900r249,5,2,CHR/TSP-51-4-3-1540,0,0,CHR/TSP-36-4-0-196,0,0,DSATUR/62-168r142,2,5,Expknap/0_knapPI_16_200_1000_1,3,3,GREEDY/TSP-156-10-1-1150,4,4,LF/111-6143r434,5,2
24,CHR/TSP-141-3-2-2526,0,0,CHR/TSP-148-1-3-1040,0,4,LF/11-26r646,5,5,DSATUR/170-1452r525,2,2,Expknap/24_knapPI_11_200_1000_1,3,3,GREEDY/TSP-130-8-0-3743,4,4,LF/77-2834r691,5,2,GREEDY/TSP-182-9-3-3975,4,4,CHR/TSP-49-7-0-3035,0,0,GREEDY/TSP-179-8-0-4868,4,4
25,Expknap/48_knapPI_15_200_1000_1,3,3,Combo/SpannerUncorrelate,1,1,Combo/26_knapPI_11_500_1000_1,1,1,CHR/TSP-59-8-1-2608,0,0,GREEDY/TSP-85-5-3-1406,4,0,LF/188-16643r41,5,2,GREEDY/TSP-87-10-2-4690,4,0,Combo/InverseStron,1,1,DSATUR/182-4348r336,2,2,LF/12-64r106,5,5
26,Combo/CubeFi,1,1,Combo/6_knapPI_9_500_1000_1,1,3,DSATUR/55-165r629,2,5,CHR/TSP-26-8-3-3963,0,0,Expknap/14_knapPI_2_500_10000000_1,3,3,CHR/TSP-33-5-1-535,0,0,Combo/Circl,1,1,LF/17-140r266,5,5,LF/15-88r548,5,5,LF/85-3429r267,5,2
27,DSATUR/48-902r690,2,2,LF/57-856r700,5,2,Combo/Multipl,1,1,GREEDY/TSP-20-4-3-2660,4,4,LF/17-45r874,5,5,CHR/TSP-194-4-3-1825,0,4,GREEDY/TSP-38-7-0-1814,4,0,DSATUR/34-305r210,2,5,CHR/TSP-80-10-0-375,0,0,Combo/Profi,1,1
28,LF/85-2746r473,5,2,DSATUR/191-15230r304,2,2,CHR/TSP-118-8-2-3280,0,4,Expknap/14_knapPI_2_100_1000000_1,3,3,DSATUR/194-13691r979,2,2,Combo/SpannerStron,1,1,GREEDY/TSP-65-7-3-1546,4,0,Combo/ProfitLargeOnl,1,1,Combo/19_knapPI_11_200_1000_1,1,3,DSATUR/107-2286r50,2,2
29,LF/12-38r968,5,5,GREEDY/TSP-174-7-0-953,4,0,Combo/ProfitLargeOnl,1,1,Expknap/10_knapPI_16_100_1000_1,3,3,CHR/TSP-85-4-0-2931,0,0,GREEDY/TSP-36-2-3-4558,4,0,Expknap/31_knapPI_2_2000_1000000_1,3,3,GREEDY/TSP-149-4-1-2399,4,4,GREEDY/TSP-199-2-1-5640,4,4,CHR/TSP-72-9-3-1159,0,0
30,CHR/TSP-81-3-3-4065,0,4,Expknap/26_knapPI_15_20_1000_1,3,3,Expknap/25_knapPI_3_100_10000_1,3,3,GREEDY/TSP-162-3-0-3714,4,4,GREEDY/TSP-103-1-1-1416,4,4,Expknap/37_knapPI_1_50_10000_1,3,3,Expknap/11_knapPI_14_20_1000_1,3,3,Combo/EvenOddSubsetSu,1,1,GREEDY/TSP-42-9-3-305,4,4,LF/103-4625r562,5,2
31,DSATUR/114-2177r88,2,2,DSATUR/49-630r181,2,5,CHR/TSP-28-7-1-0,0,0,GREEDY/TSP-33-4-2-3142,4,0,Combo/ProfitLargeOnl,1,1,CHR/TSP-83-2-0-4301,0,0,DSATUR/171-4830r156,2,2,GREEDY/TSP-146-7-1-1277,4,4,Combo/ProfitLargeOnl,1,1,DSATUR/186-13874r942,2,2
32,DSATUR/30-321r75,2,5,Expknap/19_knapPI_1_100_1000000_1,3,3,Expknap/23_knapPI_12_20_1000_1,3,3,Combo/Multipl,1,1,CHR/TSP-26-7-0-3008,0,0,GREEDY/TSP-156-5-1-3976,4,4,LF/41-155r0,5,5,Expknap/29_knapPI_2_500_10000000_1,3,3,CHR/TSP-20-2-0-2045,0,0,Expknap/0_knapPI_3_2000_10000_1,3,1
33,GREEDY/TSP-113-1-0-3168,4,4,LF/37-417r9,5,5,GREEDY/TSP-197-4-3-5568,4,4,LF/52-1226r60,5,5,Expknap/38_knapPI_4_100_10000000_1,3,3,GREEDY/TSP-161-2-0-4625,4,4,CHR/TSP-181-2-3-1173,0,4,Combo/27_knapPI_9_1000_1000000_1,1,1,Combo/RandomCeilin,1,1,Expknap/22_knapPI_4_50_10000_1,3,3
34,DSATUR/51-1162r645,2,2,Expknap/35_knapPI_14_100_1000_1,3,3,DSATUR/153-5989r749,2,2,GREEDY/TSP-116-10-1-3523,4,0,Combo/Profi,1,1,DSATUR/23-125r174,2,5,CHR/TSP-68-1-3-4568,0,0,Expknap/46_knapPI_5_2000_1000_1,3,3,CHR/TSP-48-8-3-3851,0,0,Expknap/18_knapPI_2_1000_1000_1,3,3
35,LF/41-795r565,5,5,Combo/RandomCeilin,1,1,Expknap/26_knapPI_5_50_100000_1,3,3,CHR/TSP-25-8-1-3176,0,0,LF/22-35r754,5,5,DSATUR/128-3552r74,2,2,Combo/Multipl,1,1,Expknap/39_knapPI_6_50_1000_1,3,3,CHR/TSP-153-9-3-720,0,0,LF/63-1827r361,5,2
36,LF/24-77r665,5,5,DSATUR/22-174r729,2,5,LF/51-674r647,5,2,DSATUR/90-765r613,2,2,CHR/TSP-175-2-3-3474,0,4,GREEDY/TSP-164-6-0-3744,4,4,Expknap/49_knapPI_3_500_1000_1,3,3,DSATUR/116-3431r768,2,2,DSATUR/171-13238r264,2,2,LF/31-40r881,5,5
37,CHR/TSP-181-4-3-3862,0,4,DSATUR/171-11442r152,2,2,LF/72-1989r49,5,2,Combo/ProfitLargeOnl,1,1,DSATUR/184-2166r517,2,2,GREEDY/TSP-154-10-1-4915,4,4,Combo/CubeFi,1,1,CHR/TSP-143-8-3-3350,0,4,Combo/NoSmallWeight,1,1,CHR/TSP-60-5-0-2,0,0
38,Combo/Circl,1,1,Combo/95_knapPI_9_2000_1000_1,1,1,Combo/ProfitLargeOnl,1,1,DSATUR/122-6998r754,2,2,DSATUR/187-3386r858,2,2,Combo/EvenOddStron,1,1,Combo/InverseStron,1,3,Combo/AlmostStron,1,1,Expknap/38_knapPI_2_100_1000000_1,3,3,GREEDY/TSP-139-5-1-365,4,0
39,GREEDY/TSP-167-9-0-5070,4,4,Combo/Circl,1,1,GREEDY/TSP-79-3-2-1339,4,0,Combo/ProfitLargeOnl,1,1,Combo/33_knapPI_6_500_1000000_1,1,1,Expknap/21_knapPI_13_20_1000_1,3,3,LF/57-1137r260,5,2,Expknap/47_knapPI_13_20_1000_1,3,3,Combo/Profi,1,1,Expknap/28_knapPI_4_200_1000_1,3,3
40,Combo/EvenOddSubsetSu,1,1,LF/48-960r56,5,2,DSATUR/144-2875r98,2,2,CHR/TSP-31-3-0-1336,0,4,LF/142-10039r306,5,2,GREEDY/TSP-121-10-2-920,4,0,Combo/RandomCeilin,1,1,Combo/Profi,1,1,DSATUR/139-8611r309,2,2,Expknap/0_knapPI_15_200_1000_1,3,3
41,GREEDY/TSP-142-9-0-3563,4,4,Expknap/13_knapPI_13_20_1000_1,3,3,Combo/1_knapPI_11_1000_1000_1,1,3,Expknap/46_knapPI_1_100_1000000_1,3,3,CHR/TSP-57-8-2-501,0,0,GREEDY/TSP-199-7-3-1187,4,4,Combo/InverseStron,1,3,Combo/EvenOddStron,1,1,LF/15-90r702,5,5,LF/34-98r565,5,5
42,LF/51-922r85,5,2,Combo/QuadFi,1,1,CHR/TSP-180-6-2-2735,0,4,DSATUR/138-4520r967,2,2,GREEDY/TSP-21-7-0-755,4,0,GREEDY/TSP-122-4-1-5309,4,4,Combo/InverseStron,1,3,CHR/TSP-141-1-3-2576,0,4,DSATUR/95-1724r298,2,2,LF/18-51r420,5,5
43,CHR/TSP-93-9-0-2886,0,4,Combo/QuadFi,1,1,DSATUR/123-1058r149,2,2,GREEDY/TSP-113-8-0-5499,4,4,LF/138-8319r457,5,2,Expknap/21_knapPI_1_1000_1000_1,3,3,DSATUR/172-849r162,2,2,CHR/TSP-182-2-2-3479,0,4,Combo/Circl,1,1,DSATUR/126-7394r792,2,2
44,Combo/Circl,1,1,Combo/ProfitLargeOnl,1,1,LF/185-7747r405,5,2,Expknap/34_knapPI_1_2000_100000_1,3,3,GREEDY/TSP-192-9-0-671,4,4,CHR/TSP-52-4-2-3752,0,0,GREEDY/TSP-166-9-1-277,4,4,DSATUR/144-9390r107,2,2,DSATUR/46-650r431,2,2,Expknap/0_knapPI_13_100_1000_1,3,3
45,GREEDY/TSP-145-6-0-2733,4,4,CHR/TSP-167-4-2-2240,0,4,GREEDY/TSP-155-6-1-4674,4,4,Combo/EvenOddSubsetSu,1,1,Expknap/39_knapPI_4_200_1000_1,3,3,LF/133-6005r892,5,2,DSATUR/130-6508r221,2,2,LF/82-2868r675,5,2,GREEDY/TSP-176-6-2-4671,4,0,GREEDY/TSP-184-7-1-1215,4,4
46,Expknap/21_knapPI_14_20_1000_1,3,3,Combo/Circl,1,1,DSATUR/195-10138r227,2,2,Expknap/29_knapPI_2_200_10000_1,3,3,Combo/26_knapPI_9_2000_1000_1,1,1,LF/123-290r381,5,5,CHR/TSP-157-4-3-3765,0,0,Expknap/11_knapPI_13_20_1000_1,3,3,Combo/Multipl,1,1,GREEDY/TSP-108-5-0-323,4,0
47,Combo/InverseStron,1,3,Combo/Profi,1,1,GREEDY/TSP-176-6-1-1962,4,4,Expknap/42_knapPI_14_1000_1000_1,3,1,DSATUR/179-9170r374,2,2,Combo/CubeFi,1,1,GREEDY/TSP-145-5-0-5378,4,4,Combo/CubeFi,1,1,GREEDY/TSP-137-2-1-1478,4,4,DSATUR/196-13404r361,2,2
48,Expknap/21_knapPI_6_50_1000_1,3,3,DSATUR/153-3861r132,2,2,Combo/EvenOddStron,1,1,Expknap/49_knapPI_3_1000_100000_1,3,1,DSATUR/70-1863r260,2,2,Combo/InverseStron,1,1,Combo/InverseStron,1,3,CHR/TSP-106-1-0-2829,0,0,LF/65-1151r326,5,2,DSATUR/75-1752r569,2,2
49,CHR/TSP-158-1-3-4060,0,0,GREEDY/TSP-127-9-0-4232,4,4,Expknap/2_knapPI_14_100_1000_1,3,3,DSATUR/196-11440r603,2,2,CHR/TSP-89-2-0-3600,0,0,Expknap/1_knapPI_1_50_10000_1,3,3,GREEDY/TSP-144-7-0-2951,4,4,Expknap/25_knapPI_15_20_1000_1,3,3,CHR/TSP-49-9-0-3431,0,0,Combo/EvenOddStron,1,1
50,Combo/AlmostStron,1,1,GREEDY/TSP-152-9-0-1311,4,4,Expknap/27_knapPI_13_100_1000_1,3,3,LF/174-14088r547,5,2,LF/18-134r319,5,5,DSATUR/117-1075r220,2,2,Expknap/39_knapPI_14_1000_1000_1,3,3,Combo/7_knapPI_9_2000_1000_1,1,1,GREEDY/TSP-29-2-2-1809,4,4,CHR/TSP-63-6-0-2969,0,4
51,Expknap/37_knapPI_2_2000_1000000_1,3,3,GREEDY/TSP-166-4-2-5259,4,0,CHR/TSP-124-7-1-615,0,4,GREEDY/TSP-137-1-2-5745,4,4,DSATUR/86-3347r842,2,2,DSATUR/176-8070r168,2,2,Combo/EvenOddSubsetSu,1,1,Expknap/23_knapPI_14_200_1000_1,3,3,GREEDY/TSP-126-4-0-5129,4,0,DSATUR/198-12262r613,2,2
52,GREEDY/TSP-153-3-2-4421,4,0,GREEDY/TSP-74-7-3-1751,4,0,Expknap/29_knapPI_3_200_10000000_1,3,3,DSATUR/118-635r0,2,2,CHR/TSP-82-8-0-3535,0,0,Combo/EvenOddSubsetSu,1,1,Combo/EvenOddStron,1,1,LF/43-280r836,5,5,GREEDY/TSP-128-2-0-255,4,4,LF/25-257r15,5,5
53,DSATUR/174-4378r964,2,2,DSATUR/152-8266r421,2,2,CHR/TSP-55-3-0-357,0,4,CHR/TSP-37-5-3-2575,0,0,Expknap/21_knapPI_11_200_1000_1,3,3,CHR/TSP-69-8-0-711,0,0,LF/32-86r927,5,5,CHR/TSP-97-9-0-1594,0,4,Expknap/24_knapPI_6_1000_1000_1,3,1,Combo/11_knapPI_12_1000_1000_1,1,1
54,LF/95-617r453,5,2,Combo/InverseStron,1,3,DSATUR/116-5594r496,2,2,Combo/91_knapPI_11_100_1000_1,1,3,CHR/TSP-76-3-1-2077,0,4,Expknap/1_knapPI_1_500_10000000_1,3,3,LF/64-801r380,5,2,DSATUR/121-2341r155,2,2,LF/30-403r192,5,5,GREEDY/TSP-133-8-2-4912,4,4
55,Expknap/31_knapPI_16_1000_1000_1,3,1,LF/91-204r972,5,5,GREEDY/TSP-200-1-0-978,4,4,LF/83-846r346,5,2,CHR/TSP-38-3-1-2426,0,0,Expknap/13_knapPI_16_20_1000_1,3,3,DSATUR/124-2607r818,2,2,LF/13-79r322,5,5,Combo/Multipl,1,1,Combo/ProfitLargeOnl,1,1
56,CHR/TSP-84-4-0-374,0,0,LF/18-97r494,5,5,GREEDY/TSP-191-1-3-5368,4,4,CHR/TSP-153-4-2-3202,0,4,GREEDY/TSP-131-8-1-5052,4,4,Combo/85_knapPI_11_2000_1000_1,1,3,CHR/TSP-24-4-0-4097,0,4,DSATUR/122-7207r840,2,2,DSATUR/187-14017r429,2,2,DSATUR/165-9892r649,2,2
57,Combo/AlmostStron,1,1,LF/161-8616r694,5,2,DSATUR/132-3803r512,2,2,LF/85-786r82,5,2,GREEDY/TSP-162-8-0-254,4,4,GREEDY/TSP-142-5-1-909,4,4,DSATUR/135-5345r72,2,2,Combo/InverseStron,1,1,GREEDY/TSP-199-5-1-874,4,4,CHR/TSP-146-10-3-115,0,0
58,Combo/33_knapPI_6_100_100000_1,1,3,CHR/TSP-185-4-2-1084,0,0,LF/20-88r788,5,5,LF/62-1899r640,5,2,CHR/TSP-172-9-2-2776,0,4,Combo/QuadFi,1,1,DSATUR/119-923r583,2,2,LF/25-267r370,5,5,CHR/TSP-110-8-1-1401,0,4,CHR/TSP-185-5-3-1494,0,4
59,LF/47-687r483,5,2,LF/19-109r673,5,5,Combo/InverseStron,1,1,Expknap/42_knapPI_9_200_100000_1,3,3,CHR/TSP-25-3-1-1325,0,0,Combo/AlmostStron,1,1,LF/73-1443r928,5,2,LF/101-3936r517,5,2,Combo/QuadFi,1,1,Combo/EvenOddStron,1,1
60,DSATUR/92-2723r329,2,2,Combo/EvenOddSubsetSu,1,1,LF/10-13r84,5,5,GREEDY/TSP-98-6-1-4043,4,4,GREEDY/TSP-133-8-2-5641,4,0,Expknap/30_knapPI_2_100_1000000_1,3,3,GREEDY/TSP-24-5-3-1942,4,0,Expknap/41_knapPI_5_200_1000000_1,3,3,LF/195-200r929,5,5,Expknap/14_knapPI_12_20_1000_1,3,3
61,Combo/SimilarWeightsUncorrelate,1,1,LF/160-11684r733,5,2,CHR/TSP-158-5-2-4427,0,0,GREEDY/TSP-172-3-0-1742,4,4,DSATUR/175-13972r835,2,2,LF/114-6300r404,5,2,Expknap/12_knapPI_16_200_1000_1,3,3,Expknap/18_knapPI_15_100_1000_1,3,3,GREEDY/TSP-191-6-0-4660,4,4,CHR/TSP-71-6-0-823,0,0
62,Expknap/34_knapPI_4_100_10000000_1,3,3,Expknap/16_knapPI_15_1000_1000_1,3,1,LF/12-54r43,5,5,CHR/TSP-26-10-1-2779,0,0,Expknap/34_knapPI_1_1000_1000_1,3,3,GREEDY/TSP-141-10-0-846,4,4,DSATUR/92-1535r533,2,2,CHR/TSP-174-10-3-1958,0,4,CHR/TSP-34-3-3-1997,0,4,Combo/Profi,1,1
63,CHR/TSP-192-6-2-373,0,4,CHR/TSP-145-2-2-3342,0,0,Expknap/10_knapPI_2_200_10000_1,3,3,GREEDY/TSP-50-7-0-4878,4,0,Expknap/49_knapPI_16_20_1000_1,3,3,Expknap/48_knapPI_5_2000_1000_1,3,3,Combo/EvenOddSubsetSu,1,1,Combo/20_knapPI_6_500_1000000_1,1,1,Expknap/39_knapPI_5_200_1000000_1,3,3,Combo/Multipl,1,1
64,DSATUR/140-2104r933,2,2,LF/27-314r371,5,5,CHR/TSP-84-9-0-3165,0,0,Combo/50_knapPI_4_200_1000_1,1,3,Expknap/37_knapPI_3_2000_10000_1,3,3,LF/11-11r131,5,5,Expknap/47_knapPI_1_50_10000_1,3,3,CHR/TSP-86-7-0-713,0,0,CHR/TSP-73-9-1-567,0,4,GREEDY/TSP-153-6-0-4325,4,4
65,DSATUR/140-5333r25,2,2,CHR/TSP-151-7-2-3885,0,0,Expknap/29_knapPI_16_1000_1000_1,3,3,DSATUR/196-11378r623,2,2,CHR/TSP-41-2-3-2780,0,0,GREEDY/TSP-152-6-0-3256,4,4,LF/13-52r899,5,5,GREEDY/TSP-198-5-1-285,4,4,Combo/Profi,1,1,DSATUR/76-2753r660,2,2
66,Expknap/33_knapPI_6_200_10000_1,3,3,CHR/TSP-59-9-1-151,0,0,CHR/TSP-167-8-2-1012,0,0,LF/148-10940r862,5,2,LF/64-161r589,5,5,CHR/TSP-53-7-1-3662,0,0,Combo/InverseStron,1,3,LF/66-1437r532,5,2,CHR/TSP-135-6-2-4385,0,4,Expknap/14_knapPI_13_200_1000_1,3,3
67,LF/42-774r137,5,5,GREEDY/TSP-71-5-1-491,4,0,CHR/TSP-122-10-2-1940,0,4,Combo/55_knapPI_4_2000_100000_1,1,1,Combo/ProfitLargeOnl,1,1,GREEDY/TSP-118-4-1-4623,4,4,LF/65-2045r103,5,2,DSATUR/45-457r248,2,2,Expknap/20_knapPI_6_50_1000_1,3,3,CHR/TSP-88-6-1-2145,0,4
68,LF/73-2361r854,5,2,DSATUR/170-13659r890,2,2,LF/152-10459r746,5,2,GREEDY/TSP-146-9-1-3453,4,4,Expknap/19_knapPI_16_100_1000_1,3,3,CHR/TSP-75-8-0-3270,0,0,Expknap/19_knapPI_14_1000_1000_1,3,3,Combo/ProfitLargeOnl,1,1,GREEDY/TSP-181-10-0-3518,4,0,Combo/EvenOddSubsetSu,1,1
