,fold0,fold0-Y,fold0-Prediction,fold1,fold1-Y,fold1-Prediction,fold2,fold2-Y,fold2-Prediction,fold3,fold3-Y,fold3-Prediction,fold4,fold4-Y,fold4-Prediction,fold5,fold5-Y,fold5-Prediction,fold6,fold6-Y,fold6-Prediction,fold7,fold7-Y,fold7-Prediction,fold8,fold8-Y,fold8-Prediction,fold9,fold9-Y,fold9-Prediction
10,Expknap/45_knapPI_2_100_1000000_1_new,1,1,Combo/QuadFit112,0,0,Combo/Circle189,0,0,Combo/81_knapPI_11_200_1000_1_new,0,1,Expknap/3_knapPI_4_200_1000_1_new,1,1,Expknap/27_knapPI_9_2000_1000_1_new,1,0,Combo/EvenOddStrong116,0,0,Combo/QuadFit134,0,0,Combo/Multiple021,0,0,Expknap/3_knapPI_16_200_1000_1_new,1,1
11,Combo/RandomCeiling083,0,0,Expknap/28_knapPI_12_200_1000_1_new,1,1,Expknap/15_knapPI_2_200_10000_1_new,1,1,Combo/84_knapPI_12_1000_1000_1_new,0,0,Expknap/21_knapPI_14_200_1000_1_new,1,1,Combo/ProfitLargeOnly146,0,0,Combo/NoSmallWeights199,0,0,Expknap/30_knapPI_4_50_10000_1_new,1,1,Combo/NoSmallWeights142,0,0,Expknap/22_knapPI_16_100_1000_1_new,1,1
12,Expknap/28_knapPI_2_2000_1000000_1_new,1,1,Combo/NoSmallWeights010,0,0,Combo/SpannerStrong029,0,0,Combo/SpannerUncorrelated033,0,0,Expknap/39_knapPI_1_200_10000_1_new,1,1,Expknap/29_knapPI_1_200_10000_1_new,1,1,Expknap/18_knapPI_14_1000_1000_1_new,1,1,Expknap/26_knapPI_6_1000_1000_1_new,1,0,Combo/InverseStrong062,0,0,Expknap/32_knapPI_3_1000_100000_1_new,1,0
13,Combo/Multiple117,0,0,Expknap/31_knapPI_11_500_1000_1_new,1,0,Expknap/18_knapPI_4_200_1000_1_new,1,1,Expknap/42_knapPI_11_100_1000_1_new,1,1,Expknap/38_knapPI_1_100_1000000_1_new,1,1,Combo/Circle141,0,0,Expknap/50_knapPI_11_2000_1000_1_new,1,1,Expknap/41_knapPI_5_500_10000_1_new,1,1,Expknap/16_knapPI_13_1000_1000_1_new,1,0,Combo/Profit030,0,0
14,Expknap/29_knapPI_9_2000_1000_1_new,1,0,Expknap/0_knapPI_9_200_100000_1_new,1,1,Combo/SpannerUncorrelated106,0,0,Combo/EvenOddStrong034,0,0,Expknap/21_knapPI_5_500_10000_1_new,1,1,Combo/EvenOddStrong075,0,0,Expknap/2_knapPI_11_200_1000_1_new,1,1,Expknap/47_knapPI_2_200_10000_1_new,1,1,Expknap/43_knapPI_2_2000_1000000_1_new,1,1,Expknap/19_knapPI_14_1000_1000_1_new,1,0
15,Expknap/35_knapPI_2_200_10000_1_new,1,1,Expknap/1_knapPI_14_100_1000_1_new,1,1,Expknap/47_knapPI_3_2000_10000_1_new,1,1,Combo/SpannerStrong088,0,0,Expknap/24_knapPI_5_50_100000_1_new,1,1,Combo/AlmostStrong104,0,0,Expknap/14_knapPI_12_20_1000_1_new,1,1,Combo/ProfitLargeOnly042,0,0,Combo/36_knapPI_6_500_1000000_1_new,0,0,Expknap/31_knapPI_13_200_1000_1_new,1,1
16,Combo/Circle143,0,0,Combo/ProfitLargeOnly126,0,0,Combo/Multiple072,0,0,Expknap/27_knapPI_1_2000_100000_1_new,1,1,Expknap/32_knapPI_1_100_1000000_1_new,1,1,Expknap/46_knapPI_5_2000_1000_1_new,1,1,Combo/RandomCeiling155,0,0,Combo/30_knapPI_6_500_1000000_1_new,0,0,Combo/QuadFit173,0,0,Expknap/3_knapPI_3_2000_10000_1_new,1,1
17,Expknap/31_knapPI_5_100_1000_1_new,1,1,Combo/SimilarWeightsUncorrelated117,0,0,Combo/EvenOddStrong195,0,0,Expknap/29_knapPI_2_500_10000000_1_new,1,1,Expknap/27_knapPI_14_1000_1000_1_new,1,1,Combo/EvenOddSubsetSum063,0,0,Expknap/3_knapPI_2_1000_1000_1_new,1,1,Expknap/47_knapPI_16_1000_1000_1_new,1,0,Combo/QuadFit091,0,0,Expknap/33_knapPI_9_50_1000000_1_new,1,1
18,Expknap/27_knapPI_2_1000_1000_1_new,1,1,Combo/AlmostStrong071,0,0,Expknap/46_knapPI_1_100_1000000_1_new,1,1,Combo/SpannerStrong158,0,0,Expknap/34_knapPI_6_50_1000_1_new,1,1,Expknap/44_knapPI_4_100_10000000_1_new,1,1,Expknap/4_knapPI_4_100_10000000_1_new,1,1,Combo/SimilarWeightsUncorrelated177,0,0,Combo/Circle112,0,0,Expknap/17_knapPI_9_200_100000_1_new,1,1
19,Combo/QuadFit148,0,0,Expknap/45_knapPI_16_100_1000_1_new,1,1,Combo/Profit094,0,0,Expknap/2_knapPI_14_200_1000_1_new,1,1,Expknap/25_knapPI_3_200_10000000_1_new,1,1,Expknap/47_knapPI_13_100_1000_1_new,1,1,Expknap/46_knapPI_2_500_10000000_1_new,1,1,Expknap/24_knapPI_11_2000_1000_1_new,1,1,Expknap/1_knapPI_2_50_1000_1_new,1,1,Expknap/22_knapPI_5_2000_1000_1_new,1,1
20,Combo/SimilarWeightsUncorrelated103,0,0,Expknap/11_knapPI_6_50_1000_1_new,1,1,Expknap/2_knapPI_2_50_1000_1_new,1,1,Expknap/38_knapPI_6_1000_1000_1_new,1,0,Combo/RandomCeiling102,0,0,Combo/Profit126,0,0,Combo/Profit190,0,0,Combo/InverseStrong036,0,0,Expknap/46_knapPI_6_100_100000_1_new,1,1,Expknap/25_knapPI_16_20_1000_1_new,1,1
21,Expknap/19_knapPI_12_200_1000_1_new,1,1,Combo/AlmostStrong061,0,0,Expknap/28_knapPI_5_200_1000000_1_new,1,1,Combo/QuadFit179,0,0,Combo/QuadFit012,0,0,Expknap/4_knapPI_15_20_1000_1_new,1,1,Expknap/49_knapPI_4_200_1000_1_new,1,1,Combo/Circle043,0,0,Expknap/42_knapPI_5_50_100000_1_new,1,1,Combo/RandomCeiling045,0,0
22,Expknap/29_knapPI_5_200_1000000_1_new,1,1,Expknap/44_knapPI_15_200_1000_1_new,1,1,Expknap/48_knapPI_16_1000_1000_1_new,1,0,Combo/RandomCeiling195,0,0,Combo/CubeFit012,0,0,Expknap/10_knapPI_16_200_1000_1_new,1,1,Expknap/3_knapPI_11_2000_1000_1_new,1,0,Combo/Multiple035,0,0,Combo/SpannerUncorrelated019,0,0,Combo/AlmostStrong119,0,0
23,Expknap/36_knapPI_13_100_1000_1_new,1,1,Expknap/19_knapPI_13_1000_1000_1_new,1,0,Combo/Circle192,0,0,Expknap/14_knapPI_14_200_1000_1_new,1,1,Expknap/48_knapPI_6_50_1000_1_new,1,1,Combo/EvenOddSubsetSum159,0,0,Expknap/26_knapPI_5_100_1000_1_new,1,1,Combo/EvenOddSubsetSum062,0,0,Expknap/22_knapPI_3_100_10000_1_new,1,1,Combo/CubeFit096,0,0
24,Expknap/34_knapPI_5_50_100000_1_new,1,1,Expknap/36_knapPI_15_100_1000_1_new,1,1,Combo/50_knapPI_6_100_100000_1_new,0,1,Expknap/2_knapPI_14_100_1000_1_new,1,1,Combo/EvenOddSubsetSum119,0,0,Expknap/47_knapPI_12_200_1000_1_new,1,1,Expknap/20_knapPI_11_500_1000_1_new,1,1,Combo/ProfitLargeOnly198,0,0,Expknap/42_knapPI_5_2000_1000_1_new,1,1,Combo/91_knapPI_11_100_1000_1_new,0,1
25,Combo/Multiple096,0,0,Combo/InverseStrong103,0,0,Expknap/4_knapPI_6_1000_1000_1_new,1,0,Combo/Profit020,0,0,Expknap/25_knapPI_13_1000_1000_1_new,1,0,Combo/EvenOddStrong112,0,0,Combo/InverseStrong013,0,0,Expknap/27_knapPI_15_200_1000_1_new,1,1,Expknap/19_knapPI_14_100_1000_1_new,1,1,Expknap/36_knapPI_4_1000_10000_1_new,1,0
26,Expknap/48_knapPI_3_100_10000_1_new,1,1,Combo/CubeFit007,0,0,Expknap/31_knapPI_4_500_1000000_1_new,1,1,Expknap/36_knapPI_13_20_1000_1_new,1,1,Combo/87_knapPI_6_2000_10000000_1_new,0,0,Expknap/27_knapPI_2_2000_1000000_1_new,1,1,Combo/EvenOddStrong092,0,0,Expknap/46_knapPI_13_100_1000_1_new,1,1,Combo/38_knapPI_9_1000_1000000_1_new,0,0,Combo/AlmostStrong092,0,0
27,Combo/QuadFit025,0,0,Combo/CubeFit004,0,0,Expknap/39_knapPI_1_2000_100000_1_new,1,1,Expknap/44_knapPI_2_50_1000_1_new,1,1,Combo/Multiple036,0,0,Expknap/32_knapPI_11_1000_1000_1_new,1,0,Expknap/34_knapPI_3_50_1000000_1_new,1,1,Combo/InverseStrong030,0,0,Expknap/31_knapPI_2_50_1000_1_new,1,1,Combo/Circle175,0,0
28,Expknap/48_knapPI_3_50_1000000_1_new,1,1,Expknap/0_knapPI_2_500_10000000_1_new,1,1,Combo/EvenOddSubsetSum138,0,0,Combo/NoSmallWeights075,0,0,Combo/48_knapPI_9_2000_1000_1_new,0,0,Combo/AlmostStrong041,0,0,Expknap/3_knapPI_1_200_10000_1_new,1,1,Combo/NoSmallWeights196,0,0,Expknap/13_knapPI_5_100_1000_1_new,1,1,Expknap/31_knapPI_2_1000_1000_1_new,1,1
29,Combo/SpannerUncorrelated091,0,0,Expknap/40_knapPI_16_1000_1000_1_new,1,1,Combo/AlmostStrong150,0,0,Combo/75_knapPI_9_1000_1000000_1_new,0,0,Combo/QuadFit106,0,0,Combo/ProfitLargeOnly009,0,0,Combo/EvenOddSubsetSum003,0,0,Expknap/11_knapPI_4_500_1000000_1_new,1,1,Expknap/17_knapPI_9_50_1000000_1_new,1,1,Combo/42_knapPI_4_2000_100000_1_new,0,0
30,Expknap/47_knapPI_1_500_10000000_1_new,1,1,Combo/ProfitLargeOnly095,0,0,Combo/AlmostStrong118,0,0,Expknap/30_knapPI_12_200_1000_1_new,1,1,Combo/InverseStrong010,0,0,Combo/EvenOddSubsetSum135,0,0,Combo/EvenOddSubsetSum152,0,0,Combo/EvenOddStrong020,0,0,Expknap/3_knapPI_2_500_10000000_1_new,1,1,Expknap/11_knapPI_15_1000_1000_1_new,1,0
31,Expknap/11_knapPI_4_50_10000_1_new,1,1,Expknap/49_knapPI_1_1000_1000_1_new,1,1,Combo/SpannerUncorrelated070,0,0,Expknap/22_knapPI_16_1000_1000_1_new,1,1,Expknap/47_knapPI_1_2000_100000_1_new,1,1,Combo/CubeFit072,0,0,Combo/ProfitLargeOnly140,0,0,Expknap/29_knapPI_1_50_10000_1_new,1,1,Combo/AlmostStrong197,0,0,Expknap/35_knapPI_9_1000_1000000_1_new,1,0
32,Combo/33_knapPI_4_2000_100000_1_new,0,0,Expknap/14_knapPI_5_2000_1000_1_new,1,1,Expknap/34_knapPI_5_500_10000_1_new,1,1,Expknap/22_knapPI_16_20_1000_1_new,1,1,Expknap/20_knapPI_13_20_1000_1_new,1,1,Combo/Profit027,0,0,Expknap/46_knapPI_3_50_1000000_1_new,1,1,Combo/SimilarWeightsUncorrelated077,0,0,Expknap/45_knapPI_15_100_1000_1_new,1,1,Combo/EvenOddSubsetSum055,0,0
33,Combo/CubeFit014,0,0,Expknap/10_knapPI_4_100_10000000_1_new,1,1,Expknap/30_knapPI_2_500_10000000_1_new,1,1,Combo/SimilarWeightsUncorrelated174,0,0,Expknap/12_knapPI_5_100_1000_1_new,1,1,Combo/QuadFit031,0,0,Combo/CubeFit149,0,0,Expknap/32_knapPI_5_200_1000000_1_new,1,1,Expknap/29_knapPI_14_1000_1000_1_new,1,1,Expknap/34_knapPI_16_1000_1000_1_new,1,1
34,Expknap/32_knapPI_9_500_1000_1_new,1,1,Expknap/22_knapPI_1_1000_1000_1_new,1,1,Expknap/35_knapPI_6_1000_1000_1_new,1,0,Expknap/39_knapPI_1_100_1000000_1_new,1,1,Expknap/29_knapPI_3_2000_10000_1_new,1,1,Combo/AlmostStrong154,0,0,Combo/InverseStrong134,0,1,Expknap/50_knapPI_13_1000_1000_1_new,1,0,Expknap/2_knapPI_3_1000_100000_1_new,1,0,Expknap/24_knapPI_1_1000_1000_1_new,1,1
35,Expknap/18_knapPI_3_500_1000_1_new,1,1,Expknap/29_knapPI_14_200_1000_1_new,1,1,Expknap/46_knapPI_5_1000_10000000_1_new,1,0,Expknap/42_knapPI_1_200_10000_1_new,1,1,Expknap/32_knapPI_1_50_10000_1_new,1,1,Combo/Profit086,0,0,Combo/Multiple057,0,0,Expknap/4_knapPI_2_50_1000_1_new,1,1,Combo/CubeFit153,0,0,Combo/InverseStrong025,0,1
36,Expknap/20_knapPI_4_100_10000000_1_new,1,1,Combo/ProfitLargeOnly196,0,0,Expknap/12_knapPI_2_2000_1000000_1_new,1,1,Expknap/43_knapPI_14_1000_1000_1_new,1,1,Expknap/26_knapPI_13_20_1000_1_new,1,1,Combo/InverseStrong097,0,0,Combo/ProfitLargeOnly183,0,0,Combo/InverseStrong193,0,0,Expknap/24_knapPI_1_50_10000_1_new,1,1,Expknap/22_knapPI_9_50_1000000_1_new,1,1
37,Combo/CubeFit167,0,0,Combo/ProfitLargeOnly165,0,0,Combo/InverseStrong080,0,0,Expknap/1_knapPI_3_500_1000_1_new,1,1,Combo/SpannerUncorrelated002,0,0,Combo/QuadFit066,0,0,Expknap/20_knapPI_16_200_1000_1_new,1,1,Expknap/13_knapPI_1_500_10000000_1_new,1,1,Combo/Multiple185,0,0,Combo/SimilarWeightsUncorrelated045,0,0
38,Expknap/36_knapPI_16_200_1000_1_new,1,1,Combo/SpannerUncorrelated022,0,0,Expknap/11_knapPI_2_100_1000000_1_new,1,1,Expknap/28_knapPI_5_1000_10000000_1_new,1,1,Expknap/15_knapPI_5_2000_1000_1_new,1,1,Combo/CubeFit187,0,0,Expknap/13_knapPI_1_2000_100000_1_new,1,1,Expknap/31_knapPI_12_1000_1000_1_new,1,0,Expknap/49_knapPI_5_50_100000_1_new,1,1,Combo/70_knapPI_6_2000_10000000_1_new,0,0
39,Combo/InverseStrong157,0,0,Combo/ProfitLargeOnly050,0,0,Expknap/32_knapPI_14_1000_1000_1_new,1,0,Expknap/47_knapPI_1_1000_1000_1_new,1,1,Expknap/46_knapPI_9_200_100000_1_new,1,1,Combo/SpannerStrong031,0,0,Expknap/37_knapPI_13_100_1000_1_new,1,1,Combo/SimilarWeightsUncorrelated011,0,0,Combo/InverseStrong005,0,0,Combo/Multiple132,0,0
40,Expknap/32_knapPI_6_200_10000_1_new,1,1,Combo/EvenOddSubsetSum112,0,0,Expknap/37_knapPI_12_20_1000_1_new,1,1,Expknap/25_knapPI_14_20_1000_1_new,1,1,Combo/38_knapPI_11_500_1000_1_new,0,1,Combo/ProfitLargeOnly043,0,0,Expknap/24_knapPI_2_500_10000000_1_new,1,1,Combo/QuadFit075,0,0,Combo/EvenOddStrong151,0,0,Expknap/30_knapPI_14_1000_1000_1_new,1,1
41,Combo/SpannerUncorrelated079,0,0,Expknap/26_knapPI_15_200_1000_1_new,1,1,Expknap/28_knapPI_13_20_1000_1_new,1,1,Expknap/31_knapPI_5_50_100000_1_new,1,1,Combo/20_knapPI_4_1000_10000_1_new,0,0,Expknap/43_knapPI_3_100_10000_1_new,1,1,Expknap/39_knapPI_2_2000_1000000_1_new,1,1,Expknap/4_knapPI_2_2000_1000000_1_new,1,1,Combo/InverseStrong118,0,1,Combo/ProfitLargeOnly038,0,0
42,Combo/SimilarWeightsUncorrelated065,0,0,Expknap/2_knapPI_2_1000_1000_1_new,1,1,Combo/RandomCeiling097,0,0,Combo/Circle183,0,0,Combo/41_knapPI_6_500_1000000_1_new,0,0,Expknap/16_knapPI_9_50_1000000_1_new,1,1,Expknap/32_knapPI_9_100_1000_1_new,1,1,Combo/SpannerStrong025,0,0,Expknap/22_knapPI_16_200_1000_1_new,1,1,Expknap/32_knapPI_14_200_1000_1_new,1,1
43,Combo/InverseStrong050,0,0,Combo/QuadFit060,0,0,Combo/SimilarWeightsUncorrelated129,0,0,Combo/22_knapPI_4_500_1000000_1_new,0,1,Combo/EvenOddStrong064,0,0,Combo/EvenOddSubsetSum098,0,0,Combo/5_knapPI_6_500_1000000_1_new,0,0,Expknap/44_knapPI_4_200_1000_1_new,1,1,Expknap/14_knapPI_14_100_1000_1_new,1,1,Combo/ProfitLargeOnly192,0,0
44,Expknap/46_knapPI_15_1000_1000_1_new,1,0,Expknap/20_knapPI_16_1000_1000_1_new,1,1,Combo/EvenOddSubsetSum015,0,0,Combo/SpannerStrong065,0,0,Combo/QuadFit009,0,0,Combo/InverseStrong093,0,0,Combo/SpannerStrong094,0,0,Combo/EvenOddStrong026,0,0,Combo/CubeFit089,0,0,Combo/Profit181,0,0
45,Expknap/41_knapPI_6_1000_1000_1_new,1,0,Combo/60_knapPI_4_1000_10000_1_new,0,0,Combo/RandomCeiling079,0,0,Expknap/0_knapPI_9_50_1000000_1_new,1,1,Expknap/39_knapPI_15_100_1000_1_new,1,1,Expknap/11_knapPI_1_2000_100000_1_new,1,1,Expknap/36_knapPI_2_500_10000000_1_new,1,1,Combo/QuadFit051,0,0,Combo/RandomCeiling053,0,0,Combo/59_knapPI_11_100_1000_1_new,0,1
46,Combo/QuadFit088,0,0,Combo/EvenOddStrong057,0,0,Combo/Multiple079,0,0,Combo/Multiple147,0,0,Combo/Circle059,0,0,Expknap/38_knapPI_15_200_1000_1_new,1,1,Combo/SpannerStrong052,0,0,Expknap/30_knapPI_6_1000_1000_1_new,1,0,Combo/ProfitLargeOnly188,0,0,Expknap/24_knapPI_5_100_1000_1_new,1,1
47,Combo/AlmostStrong128,0,0,Combo/SimilarWeightsUncorrelated052,0,0,Combo/Multiple184,0,0,Combo/Multiple108,0,0,Combo/InverseStrong120,0,1,Combo/InverseStrong061,0,0,Expknap/21_knapPI_4_50_10000_1_new,1,1,Expknap/35_knapPI_9_100_1000_1_new,1,1,Expknap/24_knapPI_3_50_1000000_1_new,1,1,Expknap/30_knapPI_12_20_1000_1_new,1,1
48,Combo/Profit101,0,0,Expknap/45_knapPI_4_200_1000_1_new,1,1,Expknap/29_knapPI_3_50_1000000_1_new,1,1,Expknap/22_knapPI_4_100_10000000_1_new,1,1,Expknap/22_knapPI_3_50_1000000_1_new,1,1,Expknap/42_knapPI_14_1000_1000_1_new,1,1,Combo/InverseStrong100,0,0,Expknap/0_knapPI_15_20_1000_1_new,1,1,Combo/EvenOddSubsetSum136,0,0,Expknap/48_knapPI_2_50_1000_1_new,1,1
49,Expknap/29_knapPI_13_200_1000_1_new,1,1,Combo/36_knapPI_9_2000_1000_1_new,0,0,Expknap/4_knapPI_11_100_1000_1_new,1,1,Expknap/30_knapPI_15_100_1000_1_new,1,1,Combo/21_knapPI_4_500_1000000_1_new,0,1,Combo/CubeFit006,0,0,Combo/SpannerStrong097,0,0,Combo/SpannerUncorrelated173,0,0,Combo/86_knapPI_9_1000_1000000_1_new,0,0,Expknap/25_knapPI_4_100_10000000_1_new,1,1
50,Combo/InverseStrong149,0,0,Combo/Circle038,0,0,Expknap/38_knapPI_9_200_100000_1_new,1,1,Expknap/46_knapPI_13_20_1000_1_new,1,1,Expknap/20_knapPI_1_100_1000000_1_new,1,1,Combo/QuadFit190,0,0,Expknap/36_knapPI_14_20_1000_1_new,1,1,Combo/EvenOddStrong190,0,0,Expknap/3_knapPI_5_200_1000000_1_new,1,1,Expknap/40_knapPI_9_1000_1000000_1_new,1,0
51,Expknap/17_knapPI_1_1000_1000_1_new,1,1,Expknap/27_knapPI_3_1000_100000_1_new,1,0,Combo/CubeFit020,0,0,Combo/EvenOddStrong063,0,0,Expknap/3_knapPI_1_1000_1000_1_new,1,1,Expknap/24_knapPI_4_100_10000000_1_new,1,1,Expknap/47_knapPI_11_2000_1000_1_new,1,0,Expknap/40_knapPI_5_50_100000_1_new,1,1,Expknap/42_knapPI_11_1000_1000_1_new,1,0,Expknap/30_knapPI_12_1000_1000_1_new,1,0
52,Expknap/41_knapPI_2_50_1000_1_new,1,1,Expknap/20_knapPI_1_1000_1000_1_new,1,1,Expknap/37_knapPI_2_200_10000_1_new,1,1,Combo/InverseStrong119,0,1,Expknap/39_knapPI_6_200_10000_1_new,1,1,Expknap/18_knapPI_12_200_1000_1_new,1,1,Combo/QuadFit078,0,0,Combo/EvenOddStrong109,0,0,Expknap/41_knapPI_3_2000_10000_1_new,1,1,Combo/ProfitLargeOnly130,0,0
53,Expknap/19_knapPI_4_500_1000000_1_new,1,1,Combo/QuadFit011,0,0,Combo/Multiple061,0,0,Expknap/0_knapPI_3_2000_10000_1_new,1,1,Expknap/33_knapPI_4_200_1000_1_new,1,1,Expknap/36_knapPI_14_1000_1000_1_new,1,0,Expknap/33_knapPI_3_200_10000000_1_new,1,1,Combo/12_knapPI_12_200_1000_1_new,0,0,Combo/SpannerUncorrelated030,0,0,Expknap/33_knapPI_14_100_1000_1_new,1,1
54,Expknap/40_knapPI_2_1000_1000_1_new,1,1,Combo/Circle040,0,0,Combo/ProfitLargeOnly028,0,0,Combo/SpannerStrong168,0,0,Expknap/16_knapPI_13_200_1000_1_new,1,1,Combo/EvenOddStrong050,0,0,Combo/AlmostStrong100,0,0,Combo/Profit185,0,0,Combo/CubeFit045,0,0,Combo/ProfitLargeOnly181,0,0
55,Expknap/28_knapPI_15_200_1000_1_new,1,1,Combo/NoSmallWeights126,0,0,Expknap/43_knapPI_6_50_1000_1_new,1,1,Expknap/25_knapPI_1_2000_100000_1_new,1,1,Expknap/31_knapPI_4_50_10000_1_new,1,1,Combo/AlmostStrong171,0,0,Expknap/14_knapPI_3_500_1000_1_new,1,1,Expknap/1_knapPI_5_500_10000_1_new,1,1,Expknap/18_knapPI_2_1000_1000_1_new,1,1,Combo/92_knapPI_6_500_1000000_1_new,0,0
56,Expknap/33_knapPI_3_500_1000_1_new,1,1,Expknap/33_knapPI_2_2000_1000000_1_new,1,1,Expknap/32_knapPI_12_20_1000_1_new,1,1,Expknap/28_knapPI_9_50_1000000_1_new,1,1,Expknap/33_knapPI_13_100_1000_1_new,1,1,Combo/ProfitLargeOnly024,0,0,Expknap/46_knapPI_3_2000_10000_1_new,1,1,Expknap/4_knapPI_3_100_10000_1_new,1,1,Combo/SpannerUncorrelated154,0,0,Expknap/3_knapPI_5_50_100000_1_new,1,1
57,Combo/CubeFit010,0,0,Combo/AlmostStrong089,0,0,Combo/CubeFit142,0,0,Expknap/17_knapPI_4_500_1000000_1_new,1,1,Combo/Multiple029,0,0,Expknap/3_knapPI_16_100_1000_1_new,1,1,Expknap/13_knapPI_16_100_1000_1_new,1,1,Expknap/34_knapPI_1_200_10000_1_new,1,1,Combo/SimilarWeightsUncorrelated040,0,0,Combo/QuadFit053,0,0
